MeanDecreaseGini	gene	rank
0.961608376972462	SRGN	143
0.958290946628174	PPIA	144
0.954016782556503	SNIP1	145
0.948447647910301	SEPP1	146
0.947843251595031	CNBP	147
0.947017584021497	SRP14	148
0.944350455960059	RPL17	149
0.943036127127347	C1orf228	150
0.938010575188058	HERC2P2	151
0.933358727084695	LINC00152	152
0.930902185666904	LINC00158	153
0.930523080711364	MMRN1	154
0.92800375707799	FGF18	155
0.927533502960682	CLC	156
0.927523485438134	RPL11	157
0.925333693403936	IFI6	158
0.914800007548526	BCL11A	159
0.912815533187678	PPIL3	160
0.912192925907584	RPS12	161
0.911572736428396	SOD2	162
0.908922140279306	RXFP1	163
0.906723812067604	NDUFB2	164
0.904307142797018	RPS25	165
0.901304820780829	KCNK6	166
0.900023412554672	NDUFB9	167
0.89564671592359	PDLIM1	168
0.89064407854656	NR4A2	169
0.890412911082767	UTP11L	170
0.889437605110604	VAV3-AS1	171
0.888548719671181	RPL39	172
0.886526682275726	HLA-DPA1	173
0.886491929998224	HNRNPA2B1	174
0.87963559294679	HERC2P9	175
0.874113373336869	PF4V1	176
0.873277456358527	ACTG1	177
0.872712490310966	SKIL	178
0.872674397535085	PSMB1	179
0.871696856527321	TMSB4X	180
0.871553208234496	CD52	181
0.870441891509277	EGFEM1P	182
0.869651001073804	XPNPEP3	183
0.866680663382062	NUDT19	184
0.865293385940372	C21orf128	185
0.862584016131536	GMFG	186
0.859504695033479	TFRC	187
0.858427714983123	NDUFS5	188
0.855253462762636	CYCS	189
0.854225530039327	SNHG15	190
0.851624406278621	UIMC1	191
0.851574351660396	ARPC4	192
0.849364535490259	SHFM1	193
0.848261390143818	LAMP2	194
0.847473093507532	MYL6	195
0.839030078549378	MDK	196
0.838984197466507	LEPR	197
0.835299993821095	ISCU	198
0.834541931240047	KIT	199
0.833347633629028	HSPA8	200
0.832932131783677	LRRC70	201
0.831600640613657	ATP5O	202
0.829169039150649	PRSS3	203
0.829064884324136	NDUFB8	204
0.827999190032952	ANP32E	205
0.827311522683456	HIST1H2BG	206
0.827223791239429	NGFRAP1	207
0.825924496288767	C12orf65	208
0.825262769629866	NUTF2	209
0.824589344274908	MYL12B	210
0.823948937749266	STK17B	211
0.823012502243713	WDR92	212
0.821673812253402	S100A10	213
0.819533259215633	CCND3	214
0.818971427077687	HLA-DRB6	215
0.817694490991306	CPSF6	216
0.817574351298042	ZNF529	217
0.81525542641709	TERF1	218
0.813611348910501	CCNL1	219
0.808618965494667	ATP5A1	220
0.807516408126212	CRABP1	221
0.80561955207854	SMIM14	222
0.804013978118343	ITGA2B	223
0.802822702483028	TLK1	224
0.799099409124692	ADAM28	225
0.797559115420116	CAPZA1	226
0.797553235617009	FAM47E	227
0.796159862620803	ATP6V0E1	228
0.795929531848527	EIF3I	229
0.795634857265426	RPS10	230
0.794731918320371	SRSF2	231
0.794338938695293	TRAPPC2L	232
0.792585157210022	RPA2	233
0.79204975093452	RPARP-AS1	234
0.790036247685847	SSBP1	235
0.789261846552935	MYL12A	236
0.788831916942704	HNRNPU	237
0.785554291501477	SLC50A1	238
0.785255513786722	RPS2	239
0.785168572972178	H2AFZ	240
0.784288226591561	TMA7	241
0.780174071134737	HMGN2	242
0.777966080299996	PYCARD	243
0.776539775546394	ATP5J	244
0.774798446722008	RPS14P3	245
0.772642958018339	JAK3	246
0.772397780693084	HERC2P7	247
0.771134251739641	FUS	248
0.770529944214575	PDIA4	249
0.768926660364214	PSMB4	250
0.768276086054887	POLR2L	251
0.76811634350366	LSM7	252
0.768055451479373	CRYGD	253
0.767355072279461	RAB21	254
0.766666708592641	HNRNPD	255
0.76634427817043	STMN1	256
0.765931504649235	APBB2	257
0.763628720260638	HNRNPA1	258
0.762627839550559	RTCA	259
0.762539753328579	RPL26	260
0.762379793572839	PIEZO2	261
0.761737676759924	C1orf54	262
0.761482154145538	RPL7A	263
0.759782211229604	PRSS21	264
0.758000593502138	RPL36AL	265
0.75719280653997	IFITM3	266
0.756234433616495	ZRANB2	267
0.754192585950493	CRK	268
0.753903812276901	ANKRD28	269
0.75339252908231	NHP2	270
0.74784330836763	CYB5A	271
0.747206508767118	TXNIP	272
0.746611944962746	PHYHD1	273
0.745474756690511	MXRA8	274
0.744911279549843	CDK6	275
0.743149159430619	TRA2B	276
0.742443354961392	GLTP	277
0.741472443628652	PSMA2	278
0.739444123142264	SYK	279
0.737260732434442	EIF3H	280
0.735055493272238	PLIN2	281
0.733443424265079	VTRNA1-1	282
0.733172114287938	OCIAD2	283
0.733081942229421	IFI27L2	284
0.732491407717329	MAT2B	285
0.732344071829774	PRDX2	286
0.731075039705758	PDCD6	287
0.730386708387551	HIST2H2AC	288
0.724072591316205	C14orf2	289
0.720814715073066	CFLAR	290
0.720314196528681	TOB1	291
0.719456816182289	XBP1	292
0.719013745448591	RPL35A	293
0.716793777729615	DAND5	294
0.716091530778792	TIMM8B	295
0.71401180664379	MRPL27	296
0.713405190992099	NEDD8	297
0.712496295548545	PSMB9	298
0.710390035757645	WSB1	299
0.708730091032917	GGPS1	300
0.708203024577133	PSMB6	301
0.707948217443331	FLJ31306	302
0.706754493309039	YWHAB	303
0.706232932417652	ATPIF1	304
0.702472171119206	TMEM258	305
0.701248991738554	RPS28	306
0.701109243488714	COX7C	307
0.700207601299939	FKBP3	308
0.699559532237977	ARGLU1	309
0.698828182854101	HCST	310
0.697531511670009	PPT1	311
0.697205117502682	JMJD6	312
0.696405432467243	EIF6	313
0.695237997299928	SDHD	314
0.695020116232012	ID2	315
0.694271696334753	ARHGDIB	316
0.693788260455221	HDC	317
0.692748150591223	NAA20	318
0.692376378301895	COX5B	319
0.691838461227476	ZNF689	320
0.690661412998116	PET100	321
0.689378258802591	LINC01220	322
0.68916346442143	PTBP3	323
0.688881976357765	FUT1	324
0.688563130690592	IDS	325
0.687737815118263	WIPI1	326
0.687227584955859	VAMP8	327
0.685326616209553	LOC284454	328
0.682857270449762	SUMO2	329
0.682811336695687	LOC101927237	330
0.681763409008384	SNRPD2	331
0.681530692310825	SNHG3	332
0.680840191811914	LOC101928834	333
0.680490403572085	RPL24	334
0.679519628863641	MLLT3	335
0.677859843398611	SPATC1L	336
0.677157843706083	TBCA	337
0.675644441353467	SLIRP	338
0.675156992173224	ZFAS1	339
0.672503204456969	LOC100506844	340
0.670929877416305	MPHOSPH6	341
0.670289663813113	DNAJB6	342
0.669893583482006	COX5A	343
0.66874564104285	KLF10	344
0.668632667937362	ANKRD10	345
0.668546354701856	APOBEC3A	346
0.664207406194238	HBB	347
0.663719193689675	PSMB10	348
0.663266171031324	HMGB2	349
0.661440798706948	SGOL1	350
0.657182392567274	C2orf68	351
0.65531715708216	SEC61G	352
0.651745634593542	COQ10B	353
0.651733406580318	UCHL3	354
0.649491482535986	SSR4	355
0.649092954486876	COX7B	356
0.646779234866934	S100A9	357
0.646665971349817	DPH1	358
0.646258003879893	RHOA	359
0.644720516918566	C1orf186	360
0.642702144857237	LINC00963	361
0.642118769891385	CCNI	362
0.640825007311518	ZSCAN5A	363
0.640674150594298	ABCC6P1	364
0.638367702209965	RPL41	365
0.636670687737591	GSTO1	366
0.63652907328159	PBXIP1	367
0.636210834799498	ST13	368
0.634021385956452	DBI	369
0.633407327233123	PRDX3	370
0.633242419862491	FLT3	371
0.632660469738676	SNRPA1	372
0.628902608330156	SEC22B	373
0.627876412451563	EIF3M	374
0.626028602732818	SBDS	375
0.624860548096932	USMG5	376
0.621981672142409	SAMD8	377
0.618867094306504	GCSAML-AS1	378
0.618802232225749	ZNF283	379
0.618267213482024	HSPB1	380
0.617940848145679	CTDP1	381
0.616292401552322	NDUFA12	382
0.615756218973601	CARD8	383
0.615567565586114	RGS13	384
0.615168869957388	HIST1H4C	385
0.613251587080061	NDUFS7	386
0.613038109412267	RABAC1	387
0.611953795905523	TOMM22	388
0.610192785056387	SORL1	389
0.607652408576522	AMICA1	390
0.607308419037396	LGALSL	391
0.606662340162923	TIMP1	392
0.604268783864604	IQGAP2	393
0.6016326102347	SCHIP1	394
0.598528494341182	HIST1H2BN	395
0.598393805817353	COMMD3	396
0.593732393069455	ATP5H	397
0.593241462672947	H1F0	398
0.592901852077432	USP15	399
0.588398980458915	ARPC5	400
0.588090949983746	DDIT3	401
0.587325043779882	SELK	402
0.584466654407789	SELP	403
0.582847755040481	PQBP1	404
0.582555591786019	CCNG1	405
0.582347241179552	CLNS1A	406
0.58109298168741	INSR	407
0.580907653677058	NDUFB4	408
0.5771622585476	NGDN	409
0.573733800395901	DHRS3	410
0.572620923340726	EGR3	411
0.568615316985508	KIAA1191	412
0.568531548829504	MRPS18C	413
0.568364440526043	HBA2	414
0.567418085090655	DNAJC24	415
0.564887855189347	HBA1	416
0.564187288888577	CPNE8	417
0.559969056511689	CCDC53	418
0.558665070635717	MARCKS	419
0.557055577944916	DANCR	420
0.556152555630619	ARMC8	421
0.554990942529547	SERBP1	422
0.554371654637036	HPR	423
0.551448313182818	TUBD1	424
0.55126150448275	HDAC10	425
0.550799092139614	NDUFB3	426
0.550686774021757	HBG1	427
0.550236993157092	DDX21	428
0.549227856825415	EZH2	429
0.54826215398858	COX7A2L	430
0.546573147359916	MXD1	431
0.54576970751033	HBD	432
0.542759709556457	TUBB6	433
0.541057232897789	ID1	434
0.539565229391299	METTL9	435
0.538396610200914	TEX30	436
0.537919833029055	RAP1GDS1	437
0.537014469446036	GLIPR1	438
0.536309588875231	LINC01021	439
0.530789817735094	CD99	440
0.530195004824994	CECR1	441
0.529283170512938	MT2A	442
0.529051511525364	MOCOS	443
0.528700238789987	HIST1H2AM	444
0.525866866015074	DDX1	445
0.524280387687463	NET1	446
0.524206444805905	OR2AK2	447
0.522640489825988	TFG	448
0.522603430385554	RPP40	449
0.519940941017797	BCYRN1	450
0.519187048817705	PON2	451
0.515971189617307	ASF1A	452
0.512407582230947	LOC100507530	453
0.51184832524526	IGFBPL1	454
0.511159012679078	TIMM10	455
0.510967081830503	ATF4	456
0.510371212670972	YIPF1	457
0.509821492536971	RANBP9	458
0.506928475961432	CCDC163P	459
0.502910604860928	STRA13	460
0.502036033151936	ZNF595	461
0.50142613760961	FDFT1	462
0.50080640613247	UMODL1	463
0.500165078562493	VSTM1	464
0.499678708366366	SEPT11	465
0.498154740084268	PDE4B	466
0.496157612980336	MGC12916	467
0.494600669481133	MT1X	468
0.493716076755389	CST3	469
0.493079287720725	SLC2A13	470
0.493048078531806	TBL1XR1	471
0.490858370253262	CCDC42	472
0.490113901796929	FAXDC2	473
0.489580718723847	ROPN1L	474
0.485551343494056	NPIPA1	475
0.482662350564574	TRMT11	476
0.482026554616658	PDCD10	477
0.477843825145246	HBM	478
0.476083594066461	ANXA5	479
0.474962697867497	LRP11	480
0.470167494486973	H3F3A	481
0.468979360818285	ZNF165	482
0.465620696927855	PECAM1	483
0.463817246840632	GNB1	484
0.463079372496513	SCN9A	485
0.458774096302241	MRPL46	486
0.456537521504605	MUC4	487
0.454148784420211	CCDC28A	488
0.453872089592276	S100A11	489
0.453843071589744	IDH3B	490
0.45365999203124	PTGIR	491
0.448559488643319	KGFLP1	492
0.447788103775425	LRRC16A	493
0.44423582678433	SLC9A3R1	494
0.443578334577206	WDR89	495
0.441684302991666	LSM6	496
0.440843197765405	C12orf71	497
0.439744459638957	VCP	498
0.439287345878319	ICT1	499
0.438604624588077	TMED6	500
0.437483292664944	CRIP1	501
0.436751080337469	TXNDC12	502
0.43577297779536	PRG2	503
0.433647787207324	LINC00998	504
0.428550010794713	CCDC153	505
0.424724339154689	RSF1	506
0.42453552900759	BTK	507
0.423304643557533	ZNF57	508
0.419900489545294	USP3-AS1	509
0.419329955335513	TMEM91	510
0.41880965620641	DSC2	511
0.416227931000702	BEX5	512
0.415511441045816	NUP37	513
0.413696314901091	C12orf76	514
0.412991831192563	BZRAP1-AS1	515
0.412913374618624	TIGD1	516
0.409247359379515	HSD17B12	517
0.40914503798889	SMG8	518
0.40466927678061	PROS1	519
0.402934882740831	MTX2	520
0.402125438435224	SAP30L-AS1	521
0.399728054099051	SDPR	522
0.399148695604805	MAL	523
0.39584052101068	LOC101929340	524
0.395325853412512	DCAF4L1	525
0.394816711747976	RPP21	526
0.394053578669324	EFCAB7	527
0.39246083738119	PIK3R5	528
0.390632812439335	FAM206A	529
0.387418179816001	TMEM60	530
0.386661374022262	RMRP	531
0.385139471897316	HAX1	532
0.380987344872818	DGAT1	533
0.380206880876482	RSAD2	534
0.380163624068183	TERC	535
0.376947345139198	MAP4K4	536
0.376042030513062	CCDC59	537
0.375362414923197	IGF1	538
0.374663148071914	DUSP10	539
0.3703614185896	TOP3A	540
0.366890557384243	RGS2	541
0.365326293422315	SPATA7	542
0.36309583931938	LOC102724163	543
0.360539499304951	MX1	544
0.359010341146985	C5orf56	545
0.35899061663742	HTR2A	546
0.358347475484395	PCP4L1	547
0.351191360588049	ME1	548
0.348912748954591	SP140	549
0.348049889821382	RNF219	550
0.347918022267164	HGF	551
0.345825050304315	NINJ2	552
0.345570622671008	ZIK1	553
0.343759265472924	HERPUD1	554
0.340625084078041	LOC100288846	555
0.340522664699125	HERC2P10	556
0.33887956732035	TPSB2	557
0.337374182990105	UGCG	558
0.336504031512456	TAC4	559
0.336309541201366	FPGT-TNNI3K	560
0.335115152185807	SMKR1	561
0.334335875134785	E2F6	562
0.329758032936124	TBKBP1	563
0.329142321084494	BAALC	564
0.326382684071836	FLJ26850	565
0.325398780594541	OR52I1	566
0.323813533206311	ZNF75A	567
0.32029903958446	GCSAML	568
0.317622024107352	ZNF507	569
0.315607359674311	SYBU	570
0.309415901780625	KCNQ5-IT1	571
0.303713161248829	OR2L13	572
0.301045831630378	C7orf57	573
0.294233770320043	NPTN-IT1	574
0.294047269726728	SLFN12L	575
0.293294962894506	IFI44L	576
0.292826092281062	TMEM56-RWDD3	577
0.292060527423084	TCTN1	578
0.289900575568429	TCERG1L-AS1	579
0.288086853984261	BET1	580
0.287675550544046	FLJ42351	581
0.286613988735158	SASS6	582
0.285331313998048	SH3BGR	583
0.285093380233561	THBS1	584
0.281338363975882	SLC35G2	585
0.279892651460558	GLRX2	586
0.279550368615695	NEURL2	587
0.279348882586964	ABCC6P2	588
0.278482244267657	ZNF16	589
0.278140793369969	KCNA3	590
0.278057738238102	CMAS	591
0.275387944216571	PMEL	592
0.274688459445758	ACTG2	593
0.273769069814017	ZBTB26	594
0.271387578612389	ZBTB16	595
0.270256454252734	ZNF460	596
0.269739684789085	ZNF30-AS1	597
0.269693738564772	TBCEL	598
0.267751118867237	SPAG8	599
0.267335390600658	TTTY15	600
0.266141984555824	LOC541473	601
0.265146579016527	KLHDC4	602
0.264292691612363	ZNF280B	603
0.264076051170682	NUBP1	604
0.263622656939621	TMEM150C	605
0.263569165497093	ALDH4A1	606
0.259397948643784	TMEM9B-AS1	607
0.259152740166927	GPRC5C	608
0.257356406246965	RRAGD	609
0.256131789267049	SPACA5	610
0.255874835681731	MS4A4A	611
0.255422671669978	PYCR1	612
0.253510518241508	LOC101928909	613
0.251976819631404	LINC01257	614
0.249409428159543	CLEC4A	615
0.249112580841054	IMPDH1	616
0.246679870418798	TNFRSF4	617
0.243562489590079	SIGLEC12	618
0.240006099319796	SELM	619
0.239571573045024	ST3GAL4	620
0.238389647659524	HAUS8	621
0.23521492355914	SUOX	622
0.234572299692416	GPC5	623
0.233892448522592	CPLX1	624
0.23368137675935	SLC27A4	625
0.233265455680545	AIM1	626
0.231711505437723	ALG12	627
0.228657581467752	WT1	628
0.227471531706086	EGFL6	629
0.22731726363537	PCAT6	630
0.224629880324561	HIST1H3A	631
0.224332733108332	ZNF853	632
0.22335060052809	AK5	633
0.222043884694331	PTGDR2	634
0.220732823635386	ZKSCAN5	635
0.219346672073377	FGF7	636
0.21847307124356	PXDN	637
0.214416740364544	ZBTB49	638
0.212184219144571	SH3GL3	639
0.211434017214908	LDB1	640
0.209622458557834	ABCC6	641
0.208192271359769	CCHCR1	642
0.205866389369722	TTC9B	643
0.205816231449299	IL1RL1	644
0.202301624268302	GZMB	645
0.201473182824987	SEC14L1P1	646
0.201081804534328	SCARNA17	647
0.198176707142599	LOC100506207	648
0.196494151752035	AURKC	649
0.192435330722762	GLB1L2	650
0.191125159211639	LOC101928100	651
0.189121417592072	TRAFD1	652
0.188920867886311	FAM226A+FAM226B	653
0.187313151082124	RETN	654
0.18719082837825	C8orf58	655
0.184708915793243	FDCSP	656
0.184707724765051	THAP8	657
0.182855706403628	ZNF25	658
0.180763430856183	DNAAF3	659
0.180392011572891	MAP7D2	660
0.179588882950933	HBG2	661
0.179004407599976	RNF166	662
0.178276154690806	CCR10	663
0.177302299038571	LOC102724719	664
0.177140294434368	PPRC1	665
0.176610014686307	PELI2	666
0.175999937674839	LOC101927688	667
0.174243465602371	CCDC132	668
0.173956527272964	RUSC2	669
0.172652848591864	SERF1A	670
0.172336512425741	FAM218A	671
0.170869816779963	MCM8	672
0.168700965534476	TMEM229B	673
0.168118719866895	GRM7-AS1	674
0.167115445475205	METTL22	675
0.166954453927017	FAM19A2	676
0.166744386090712	CPA6	677
0.164914607824485	ZNF687	678
0.164124616148577	TBC1D22B	679
0.162920910429304	AGBL2	680
0.160471459867159	CRISPLD1	681
0.160296904740106	LILRA4	682
0.160243335422159	GAS2L1	683
0.159934898713416	TNIK	684
0.159204683709241	PRKRIP1	685
0.15889861265513	CBX7	686
0.15757261596044	VANGL1	687
0.157186061554452	CCDC87	688
0.155830575480653	LINC00925	689
0.155325726213463	MOB2	690
0.154946373771992	USP2	691
0.154600146288596	ADCK1	692
0.154572229961585	SNX33	693
0.153732267572656	CSNK2A2	694
0.151718778857401	ECI1	695
0.151559146197857	PARP12	696
0.150477495350312	DECR2	697
0.148360948309315	BEST3	698
0.148185187586477	AFAP1L2	699
0.147948166810219	DRICH1	700
0.146229926336616	GIPC2	701
0.146198742133872	MUC20	702
0.144781119632252	UNC119	703
0.144231509405322	C10orf88	704
0.144012025459221	REC114	705
0.143991523043689	SPATA42	706
0.143537547755041	SLC39A13	707
0.143467777519407	TPCN2	708
0.141561077509191	TMEM194B	709
0.140883485492984	GLI3	710
0.139957300062774	LYPD3	711
0.139833252675185	SLCO4A1	712
0.138191830733983	GYPE	713
0.137728003866249	UTS2	714
0.137333168350331	CALCOCO1	715
0.13712596622584	CLIC3	716
0.136528741922332	LINC00278	717
0.136080110689546	ZNF672	718
0.135854896352863	PSTK	719
0.135417527703819	GS1-24F4.2	720
0.134530222243736	LILRB2	721
0.133158488903103	ABCA6	722
0.132159586125179	ADPRHL2	723
0.130248760328952	LINC01372	724
0.130230537009561	DOLPP1	725
0.128945319301124	SMARCD3	726
0.127277006894816	EMC8	727
0.125736452729768	S1PR4	728
0.125674446085052	IPO13	729
0.124931727022677	CD27	730
0.124151827589435	LOC158960	731
0.122498449443869	C22orf34	732
0.122304826582267	LGALS4	733
0.120895631946445	RPS6KA2	734
0.11857768798087	ENKD1	735
0.117759831531748	GJB7	736
0.117068687294934	CDH9	737
0.116637641969424	LCMT2	738
0.116380232083206	SEPT8	739
0.116143840576592	LOC100130298	740
0.115488358858319	NELL2	741
0.114552402507478	ZFP69	742
0.1143503916678	ZNF397	743
0.114284267481967	RGPD1	744
0.114223532923112	FAM50B	745
0.11417388700781	KLHL21	746
0.113626113311853	FOXM1	747
0.111977437424698	MED14OS	748
0.111853329680646	PFKFB1	749
0.111474978485919	BASP1	750
0.109400944195205	ACRBP	751
0.10868971056683	TCEANC	752
0.108270334886133	FKBP15	753
0.10773421658289	SLC22A5	754
0.106696878450298	OR5B21	755
0.105337710016902	CORT	756
0.105186470954477	LINC00852	757
0.103081716010774	ST6GALNAC6	758
0.101994354593056	ANKRD23	759
0.101739300604335	STK36	760
0.098967123974356	AKTIP	761
0.098689885528011	RFXAP	762
0.0980103504145341	CD3D	763
0.0978616864207085	ZNF569	764
0.0978350855146179	UBXN8	765
0.0971865541814551	DHRS9	766
0.0969222990149089	ACAP3	767
0.0965623249351137	CTNNBIP1	768
0.0957085577301967	ZNF296	769
0.0952121881983083	LOC100506674	770
0.0949019199500553	TST	771
0.0947306946576328	LOC728392	772
0.0925126641790989	ZNF174	773
0.0921573366704302	SLC35D2	774
0.0911381390859036	TMEM160	775
0.0902860768382865	RCAN1	776
0.0898146394569338	IGSF10	777
0.0897390633033075	PIH1D2	778
0.0891692311150845	LOC100506801	779
0.0885847200897651	LINC00894	780
0.0879319421887117	RASGRP3	781
0.0870254785579294	ANKMY1	782
0.0870101707418313	PDZK1IP1	783
0.0867373733677551	RCBTB2	784
0.0865300594340409	NLRP2	785
0.0862520682138371	RLN2	786
0.0857794688353813	FXYD6	787
0.0848840542850848	ROBO1	788
0.0847631745525741	ANKRD33	789
0.0836332767686148	SNAI3-AS1	790
0.0831069208842353	PGBD2	791
0.082126129472201	ZNF487	792
0.0820653218009705	SHF	793
0.0804951416510165	GIMAP4	794
0.0803980134240649	LINC00467	795
0.0796172443546679	ANXA3	796
0.0793646369271967	TMUB1	797
0.0784960762018267	CMTM5	798
0.0777637069564095	SCARNA3	799
0.0773787493614347	CLNK	800
0.0771671823276803	C8orf46	801
0.0767325836440029	CLPTM1	802
0.0751532381453763	NKX2-5	803
0.0750328003125304	PEX11A	804
0.0741671144587511	C3AR1	805
0.0739812183471588	RHCE	806
0.0737309937818643	LINC01503	807
0.0702709823122806	TSPAN5	808
0.0689171182323204	PP2D1	809
0.0683088971269835	ZNF208	810
0.068097337253477	ENPP5	811
0.0665910908497173	NXF3	812
0.0663725603234568	IBA57-AS1	813
0.0645442968814518	LOC101928043	814
0.0638108314940667	C14orf28	815
0.0634083135452195	ZNF77	816
0.0621124271194007	SLC22A18	817
0.0618438132233944	UBE2E2	818
0.0606163708990219	SLC52A2	819
0.06049235846048	LAMA3	820
0.0601612665495178	C1orf122	821
0.0596263889074026	FRY-AS1	822
0.059467449408587	LIME1	823
0.0594016700916419	IL17RC	824
0.0593288897929772	TEX12	825
0.0589721188532674	C11orf91	826
0.0557726391489855	LOC100507564	827
0.05471187959507	HFM1	828
0.0547083915551719	CEACAM6	829
0.0540520015395839	PCBP3	830
0.0536040192834308	SLFN12	831
0.0527910620788079	CSAG3	832
0.052155572032012	LOC100506476	833
0.0520468816612221	RHBDF2	834
0.0494838499888273	TCEAL7	835
0.0492946269300869	WWC2	836
0.0480587449594211	SMAD7	837
0.0479533447458121	ZNF727P	838
0.0470983495237435	LOC100130950	839
0.0469681616237475	BTBD8	840
0.0466750999682323	WDR93	841
0.0465020923933883	NOV	842
0.0462519427877757	RARRES1	843
0.0460151833735515	STOML1	844
0.0455407016986888	CAPN6	845
0.0437569018646868	CASC21	846
0.042704319412954	LOC100996286	847
0.0416238058111591	IL17D	848
0.0397231357050025	LSMEM1	849
0.0394352773758725	SCARNA7	850
0.0386599843200815	CHSY3	851
0.0373199887686828	PDE9A	852
0.0366177478732323	PWWP2B	853
0.0332068763738279	ZBED8	854
0.0330179022726748	CLEC14A	855
0.031810274913083	MBOAT4	856
0.0301136869257815	WFDC21P	857
0.0294588667514988	CLCN4	858
0.0287619465342774	GNMT	859
0.02862265281992	IL4	860
0.0279294412396198	ZNF774	861
0.0269072493664404	RTN1	862
