gene	meanA	meanB
LINC00092	0.176413109276715	0.241581306764342
DGKZ	0.0131734708868474	0.135137062431363
FAM220A	0.0852639629522137	0.640111566244159
LINC00672	0.235176999123282	0.0708469824127688
P2RX5-TAX1BP3	0.669129699155556	0.982719022514212
MAFIP	3.29245444481229	4.7644693982687
POLRMT	0.244002000507535	0.867774661365609
PARGP1	0.163182055053118	0.366070156736129
USP53	0.14137227199112	0.389593528295574
LOC100287792	0.221740757350762	0.499574713747158
TNPO1	0.589128239479455	1.42717540410554
TRAK1	0.444339346411295	0.882848349355692
SLC2A1	2.52960752918988	3.61461643462207
MED12	0.0534353632371437	0.302402798161474
CENPJ	0.152971087118069	0.769615569888172
UTP14C	0.636688590596259	1.65718168431339
ITFG2	1.02435426359698	0.365117916114208
SYS1	0.460873947865953	1.46040877869603
CCT4	5.47288173665947	7.43872348170022
SRSF10	3.55363125571348	4.75771189447974
ABHD13	0.744716945898448	1.48480610985026
PHLPP1	0.0699819948519805	0.327439375898234
STRN	0.0574327897393293	0.283959523987112
GAGE10	3.45255940698742	4.2427330900156
UQCC1	1.62379690364194	2.63104199285446
GGA3	0.900556292282765	0.361708190567259
CREBZF	1.11437944998786	1.63327431731561
RPLP2	6.53669975981502	8.31418571571702
PNPO	2.24864779842488	3.52217136823366
ATG16L1	0.336688320075047	1.12108019071246
DENR	3.84912333298797	5.64661721048508
ARPC2	4.91198103830558	6.92367400474003
MIS18A	2.77143055301213	4.43086064603966
RFC1	0.687175344271845	1.78634713275101
CETN3	2.60967886940038	4.03611260648433
NRD1	3.25253671766376	4.79919897386956
PTDSS1	2.24004803268975	3.89085598036062
CCDC116	0.29860064568656	0.769584517695742
GAPVD1	0.745612702750472	1.94264476161482
ATP7B	0.076175936585042	0.175729737203857
ABHD15	0.200570584140168	0.362868168822812
FAM133CP	1.2587420914084	1.80654553942057
AKT1S1	0.104840204847468	0.511182912084838
ADK	2.66541320160547	4.24129403326471
ACP1	4.26976876971111	6.44492797132122
ZNF280A	1.42239889475455	2.65493027075476
MTMR2	1.30380517920428	2.48818748681852
UBE2S	0.335740476750717	0.902487948966742
NDUFB3	6.85944952518072	8.63534035568007
NIP7	3.27819304464105	5.1225864555207
MKLN1	1.37332339707149	2.25753292330486
NEDD8	4.96126556880401	6.7729511737429
ATP6V0E1	4.40989624270948	6.37545267129837
COX10-AS1	0.34934270898488	1.06008225500714
SGSM3	0.430620763527178	1.13862159196313
HOOK3	0.435922090822105	0.890040130735969
MRPL3	4.19745301643009	5.56107463675544
RPP21	4.03084535979195	5.78127283741912
HNRNPC	5.09564479888606	7.33018050682367
ARMCX3	0.469674288727411	1.33478800205135
LOC728730	0.448899078830538	0.944052370087582
PSMG4	2.53883273099776	3.87771163700829
MAPK1IP1L	2.88826538635864	4.2493369671461
S100A11	4.97949883718814	6.99574841942205
PDP2	0.688342079406213	0.27358325816873
VPS37A	0.795408700946386	1.97005503816434
ETV4	0.494386344621886	1.5136426307043
EMP3	3.42973955847417	5.19535234469209
ZNF252P	0.854469617857039	1.81565434714092
CANX	4.20844234299216	5.62092449789766
KIAA0100	0.198655107329715	0.596039483397524
LOC440600	0.437771241708173	0.148357304150183
AIMP1	3.10633067887221	4.54093025970494
WWP1	0.838651589296121	0.164304817389458
TARS	3.65793500152061	5.57854927161293
LRRC59	1.40047584356744	2.75509391985362
MAB21L3	0.731384214696777	1.43491230052557
VMP1	3.80867895104454	5.27898162816455
TTC17	0.560051968225284	1.16180119660278
GOLGA3	1.53896290319742	2.6330596306926
SMA5	0.328864584305934	0.845316595615232
CLUAP1	0.302701448290438	0.960236561417808
ERCC2	0.204260739202868	1.12778107164893
TRIM24	0.49910498908196	1.39447590563071
MLEC	0.745203792307215	1.63871894868086
SLC25A51	1.55035604480107	0.993603458769813
FAM101B	0.565156676156219	1.9349256595445
ITGB1	2.04267911706048	3.76023990944188
PFDN2	4.95877627103292	6.95829494813411
EIF3K	5.23117000701367	7.00980202799068
ING5	0.22758002116635	0.600065378369587
HIST1H4H	2.64444519993059	4.02663667958947
DYRK2	0.187640561875122	0.696451131010626
ZNF614	0.156952924284086	0.441563150879674
LRRN4CL	0.108777902341979	0.199688842860742
ZNF124	0.842421128207115	1.91870722205183
LARS	3.47262511855431	4.62072804961665
SCYL2	0.240875336377726	1.19887778143117
TAOK1	0.15858429518426	0.848043865349638
LMO2	0.512444174441529	1.48935144986933
PIAS2	1.09625792086069	1.29907853649409
TMEM161B	1.12929055880685	2.45962117994346
CHTF18	0.271050066177418	0.620238936252391
ZNF276	0.405605853961178	0.604193945280361
TTLL3	0.347079313230162	0.488890114654266
TOMM5	8.04043606743621	9.99614813516195
ATL2	1.16704046200525	2.30593759199555
TCF3	0.82593179504086	1.66560126445132
TP53I3	0.327425449683922	0.973451869394516
IVNS1ABP	2.3847678316606	3.63458908676564
THAP1	1.03307634280277	2.11557659252297
MAPK1	2.71465777813191	3.89888427394423
TBC1D23	2.27754101294591	3.76475412049596
USP33	1.91553341544172	2.42052727014799
INTS12	2.40995957175739	3.94054698591066
RMND5A	3.20570012037096	4.17398024281383
RAB18	2.75466510871928	4.14556250050946
RAB27A	3.00295653285446	4.27627048168387
ALG2	0.999818842243272	1.77710985646988
WDR19	0.0902180824417653	0.666855060985911
CHMP6	0.580700465650855	1.43357884071575
EBPL	0.603039523675233	1.54820092676304
MSANTD4	0.465076510836878	1.15977665017956
ZNF14	0.333760278048425	0.637483677980617
ZFAS1	3.24412047447953	5.0105209232673
CDV3	5.84312459947795	7.43258429804127
RPL17	8.39247828032922	9.68275583303774
TPM3	4.23615363774201	5.61754794633673
BMS1	2.18408388268791	3.12858658756166
THOC1	3.32286438633337	4.9935455588529
VPS4B	0.392939350023907	1.01975248556077
CDIPT	0.128741268262791	0.720994122286083
NBPF1	0.353797701165994	0.651344470605899
CCNK	0.287141481103497	0.626940746553921
PRKAR1A	1.49558573529933	3.06427848988532
SLC35D1	0.533005909242359	1.29380765281954
HOMER1	0.351901749806436	0.861455324620032
SPDYE6	0.0507629897500764	0.180018547583298
UFD1L	4.72187363196582	7.02201931841522
GULP1	0.457473083025126	1.15375687506992
PBDC1	2.65587565784539	4.1310652085207
HELZ	0.387514121796396	1.22895053849416
EVI5	0.123576918081174	0.786049892653484
SCD	4.22055048188102	5.30638321241357
LPIN1	1.32352187956642	1.85866498544014
CCSER2	0.0334638856725718	0.350758317926982
GPR160	0.134859257670837	1.01337126393144
TBC1D32	0.024017561096114	0.325861890941312
CCDC174	0.89610776603245	2.28125215478922
KNOP1	2.2407543896207	3.51255020349442
PSMC1	3.70512007121073	5.66799506904479
PSMD14	5.85577772659874	7.71573005172864
IARS	3.64957781147063	5.24378694129408
KRBA1	0.181647877083604	0.626832680487042
MOCOS	0.89308453449277	0.308557346476728
RC3H2	0.785699498184161	0.231644906991055
COX7A2	7.84205192448997	9.4364174300981
ACTRT2	0.0871925762881698	0.23515350268469
PTPN4	0.272884003260438	0.459523785391111
SLC19A1	1.74801277874749	2.67808228611164
GLRX3	4.3009864943502	6.08120043555053
SNRNP27	3.71081683351445	5.31715513892128
FAM74A4	0.188237546260374	0.314923583397666
SPCS2	5.10073073532874	6.68494436720377
IL21R-AS1	0.0346581686482977	0.24272467022177
SOSTDC1	0.121129942658803	0.867050461755169
C9orf85	1.70235703436809	2.64527103172899
LINC01012	0.668564225148337	1.0405301370604
PQBP1	2.75874047310772	4.16644968479557
FBXO17	1.14267127334576	2.00961993339019
DRG1	3.38381895994437	4.87230693893706
NCKAP1	0.74344680806926	1.83856251678834
ARL13B	0.360565907131385	0.897961404150202
STIL	0.339596324785558	0.979698015235623
TFRC	4.02062471244136	5.2891706364647
IFT43	0.698456933347344	1.59435358912515
PHF23	0.463314867900731	1.02138899118425
C12orf76	0.590266386664109	1.30964893513731
HCLS1	0.378529892058172	1.28115606426699
ZNF100	0.369794945544839	0.925440662984744
SRRM1	3.42821569709449	4.3300648354305
DNAJC7	2.50529725020758	4.30034650398779
CSAG4	1.08389199813066	1.40648527436443
AGPAT9	0.186962190194248	0.882567450593178
MAP1S	0.0642981497660846	0.369823392312253
UBN1	0.0514773559987951	0.279740635494174
ZNF337	0.111078621907665	0.588353955351527
TEC	0.275511743618564	0.429082878188187
EIF5B	5.08836129224931	6.20892003870874
NUDT15	1.64597672684754	2.85299274887351
GTF3C3	1.27848130582657	2.71960346857994
CRKL	3.51157914113186	4.79138971514152
LAMTOR3	3.68563066915417	5.10383167345889
ZDHHC2	3.84425321125863	2.50267778953627
PGAM4	2.35047349790168	3.32174871655018
SUMO2	6.19395568466126	8.01326969733998
TFAM	3.11428803118284	4.42036054404255
ZDHHC16	0.143055693672683	0.607737207930637
SEC61G	4.97123680442176	6.5378921969066
TADA2A	0.420378239435938	1.34464573574335
MRPL13	6.39510645399801	8.26096554970269
DIP2B	0.210346087308567	0.718930373671702
SNRNP35	1.35937951196513	2.89595937908757
KIAA1731	0.708789556762717	0.989442989908367
PPP3R1	0.11367104253767	0.488374171720653
KMT2E	2.22164366114408	3.08498830420851
PAPSS1	1.59939361635216	2.76129885420265
HAVCR2	0.357318514029589	0.0677519991178039
MRPS14	5.0302840681349	6.45236799570517
ALDH16A1	0.919872960968956	1.43435023064833
CLIC2	3.07978213128694	4.43956696847908
PASK	0.0936435023127496	0.470455568900295
RHOQ	0.146961737351498	0.710194775734569
SNRPA1	4.54486097440307	6.10855167354496
NCL	6.00725182383896	7.57219605767305
RPS5	6.79924782922321	9.40565242084218
FSCN1	0.253288780462745	0.547329103656774
PRDX2	5.28805370477385	7.33819156283248
SMG1P3	1.47959733411136	2.06217902927047
GTF3C1	0.315777080406255	0.432172499052668
STIP1	3.38369493033749	4.82546423525157
TNKS	0.104496324086874	0.468967455881226
PDXK	0.589991986769839	1.20772675728206
CBX1	0.814099397632287	2.21809608727735
HSPA9	4.6243710568988	6.041163904185
FDX1L	1.27603295861129	2.40254055304474
THUMPD3-AS1	2.59013051708906	3.53774075802267
C4orf3	3.0276551967861	4.33274686829727
ANKRD12	1.08463793277887	1.96468916213965
RPLP0	7.71212284828753	10.1111418381965
ACSL4	0.295390313453868	1.08390590802553
SLC22A5	1.46759773590366	0.651131679171153
CD164	5.17350232380505	6.83555357071189
ANXA2R	0.705931360079116	0.202711309561273
TBC1D4	0.0908954170454422	0.313786654631532
SNRPE	6.89425561282317	8.69871338754026
ACIN1	0.542093270216684	1.1840827068976
DGUOK	3.9757676220994	5.65912272313493
SREK1	2.86941401729404	3.98568059625246
FBXW11	0.0579417928334517	0.701078545284985
GCC2	0.561598883510575	1.1626967699237
PIP4K2A	4.66542912608898	6.08688338801312
AFG3L1P	0.729840991704295	1.63257490914607
HGH1	0.189889963122246	0.537015970078584
TMCC1-AS1	0.358855874293166	0.861178037384647
FCGR2C	0.500827582871719	0.924302457360433
ESRRA	0.141065725480201	0.456483654643646
AEN	1.72222627438778	2.71413751968159
RPL36A	3.09147318642289	4.03020416171181
UPF3A	1.96908231234121	3.11337107981757
LEF1-AS1	0.351127384552991	1.00018186212813
MINA	1.0099450069494	2.16532627041909
CHML	1.13728157524056	1.46847954506554
MRPL14	5.35069394142799	7.22275501113578
PIGY+PYURF	4.75277223146252	6.66434251492633
LRRC8A	0.120506322425808	0.815567192309413
MAPK14	0.657239745188627	1.0796167250062
BRD2	0.197451878651355	0.476245951467231
TMSB10	5.23121443897592	6.72084106605626
SLC16A1	3.66599524248825	4.80399918532813
NUP160	1.54415244019195	2.81414234541177
PRR13	4.57897344324884	6.39798678426738
NFATC2IP	0.577920141799991	1.00656799496918
NANOS1	0.00920291259946412	0.372036547942836
USP44	0.00374597068118521	0.383220599879193
STOM	2.16636027896309	3.38639390978314
TAF9	5.46341677355929	7.33849026141651
FEZ2	0.355194592896116	1.08300531532318
GNA13	0.326050529413487	1.10774954999717
GYS1	0.260977302896507	0.787619203481289
NSFP1	0.159890370576963	0.549655961048725
MPP5	0.212027759411044	0.600199287041022
PFDN4	4.45038644989497	5.70396202918712
MTMR6	0.342230315679505	0.668093980797096
ZNF93	0.332489466392365	0.821356575221021
EXOC8	0.811293054410138	0.0719405778933538
TWSG1	0.828548204253842	1.98754696691158
UGDH	1.47259639292698	2.65403087652108
IPPK	0.35049935578028	1.12202050672095
ANLN	0.388439987396941	1.41522265823744
PRPS1	2.31668837143931	3.57142842067596
ACRV1	0	0.270685392333095
AGMO	0	0.172288736427033
ANGPTL6	0.189331054264468	0
ANKH	0	0.104635762172355
ANKRD33B	0	0.212487048343927
ANO9	0	0.215649084460466
ATP8B2	0.119577324501565	0
B3GNT7	0	0.0476535821502162
BTN3A3	0	0.256982976187381
C7orf43	0	0.184767117003172
CELSR2	0	0.0739519591857733
CYP27C1	0	0.0499722513799556
DNAH8	0	0.210511565085453
DOCK7	0	0.201758923147264
EIF2AK3	0.317249471053432	0
FAM86B2	0.13423575371434	0
FBXO31	0.189097878739233	0
FFAR2	0.164507232827583	0
FYB	0.210466511222168	0
GBX2	0	0.133996232447062
HIST2H3D	0.205879755720918	0
HOPX	0.022108943461731	0
HOXC4	0	0.221109589774298
KCNK2	0	0.0654032772270095
LINC00638	0	0.151062349979966
LOC100506123	0	0.22076229360065
MAPKAPK2	0	0.131258871342677
MEF2C-AS1	0	0.403116628644289
MERTK	0.246220373032785	0
MSRB2	0	0.190930194384601
NDUFAF4P1	0	0.161059877995619
NMUR1	0	0.0529236398565618
OPN3	0	0.148889124929599
POMT2	0	0.242809105136224
PTGER4P2-CDK2AP2P2	0	0.16551596853248
RAB11FIP5	0	0.109563225450359
RASL11B	0	0.329751449077186
SAMSN1-AS1	0	0.505544198131878
SIK3	0.224598468150785	0
SLC25A28	0	0.217634338296732
SLC38A10	0	0.178970236694951
SPECC1L	0	0.103411251292595
TCF7	0	0.299780433829501
TCTE3	0.119878188888092	0
TDRD7	0	0.238078813535898
TMEM256-PLSCR3	0	0.092297457602426
TSLP	0	0.214115304799057
TUBA3D	0.237501985877602	0
USP32P2	0	0.311076734850993
WSCD2	0	0.135392968018522
XXYLT1	0	0.199146641878911
ZC3H10	0	0.273720936435092
ZFAND3	0	0.209296521906484
ZFYVE16	0	0.275420577079852
