gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
ANXA2P2	0.621961843551935	2.53152406346422	1.90956221991228	232	477	44	250	0.189655172413793	0.524109014675052	4.46053828297031e-17	4.68257293133817e-18	6.59190365686713e-23	2.8390388225737e-38	4.6467322692379e-35
RAB31	0.302411820281743	2.12226716805745	1.81985534777571	232	477	8	156	0.0344827586206897	0.327044025157233	1.00674777942338e-17	9.3222626549297e-22	5.45910993952848e-18	4.53816229968087e-37	6.80875617028786e-34
CXCR4	3.46362624782642	0.977345218099653	-2.48628102972677	232	477	117	74	0.504310344827586	0.155136268343816	1.98010485930832e-22	8.4856463279752e-22	2.70518330903398e-15	1.9067095730419e-34	2.64064608869587e-31
HNRNPL	4.21246747645193	5.72477815319467	1.51231067674273	232	477	226	475	0.974137931034483	0.9958071278826	0.028948230048705	0.0173078732387334	6.49356740830301e-33	8.89802623864221e-33	1.14428617428939e-29
CTNNB1	4.87587495903259	6.6200759291242	1.7442009700916	232	477	207	470	0.892241379310345	0.985324947589098	6.33603673548498e-08	8.98162391131087e-08	2.14095598098475e-27	1.51207461073172e-32	1.71702002498909e-29
RTN4	2.03319436696606	4.16523841352043	2.13204404655437	232	477	77	327	0.331896551724138	0.685534591194969	9.32993026668619e-19	4.45006555487448e-19	4.36114207909984e-16	1.52590093311627e-32	1.71702002498909e-29
ANXA2P1	0.233866770371906	1.08571675157824	0.851849981206331	232	477	13	173	0.0560344827586207	0.362683438155136	6.8212963388632e-18	2.9697481433089e-21	5.78142352356323e-13	1.31250860899691e-31	1.3900238233165e-28
C16orf54	7.02627227835536	4.35352852012666	-2.67274375822871	232	477	220	381	0.948275862068966	0.79874213836478	3.62654789167816e-07	2.99715808741194e-08	2.13731789721834e-24	4.66511429364893e-30	4.66615098571419e-27
C1orf228	0.871900818866668	2.64843072738478	1.77652990851812	232	477	36	215	0.155172413793103	0.450733752620545	2.20864481976552e-14	1.48480794850139e-15	3.57632154868675e-16	3.75483502232812e-29	3.55800261799976e-26
PDLIM1	0.527282565316497	2.35443288914975	1.82715032383325	232	477	26	195	0.112068965517241	0.408805031446541	2.42737722195931e-15	5.74740690856155e-17	1.3453634738878e-14	5.43852803110668e-29	4.89576293360224e-26
NOG	3.94548949132263	1.48463991038978	-2.46084958093285	232	477	147	162	0.633620689655172	0.339622641509434	2.36035176729381e-13	2.14220229514411e-13	3.86542850897425e-18	5.81841620794938e-29	4.98832216228194e-26
RXFP1	0.0874756061591382	1.62926889973332	1.54179329357418	232	477	11	156	0.0474137931034483	0.327044025157233	3.99941023667769e-16	2.94593946169043e-19	3.28749195663021e-12	6.78993965114117e-29	5.55663970359753e-26
NET1	0.520870723746616	1.93636904280515	1.41549831905853	232	477	25	194	0.107758620689655	0.406708595387841	1.27509280806126e-15	2.18266599544426e-17	1.59819679458772e-13	2.40095215870076e-28	1.87942359414124e-25
S100A10	0.596771086428648	2.38111203619756	1.78434094976891	232	477	14	150	0.0603448275862069	0.314465408805031	1.05171364115332e-13	5.87981046032522e-16	7.4600780171835e-15	3.00901796953386e-28	2.25726498014532e-25
TTC34	1.57824186770475	0.636615572560591	-0.941626295144161	232	477	134	132	0.577586206896552	0.276729559748428	1.58364668165812e-14	1.50148335193319e-14	3.87162625670694e-16	3.97141648372432e-28	2.86005529491891e-25
PIEZO2	0.0436662674882941	1.0097622562955	0.966095988807203	232	477	2	113	0.00862068965517241	0.236897274633124	2.38512965247359e-14	3.2977391809391e-19	3.46315140217402e-11	7.72511761402825e-28	5.34934682780633e-25
PCDH9	2.28889780511103	0.50293153027339	-1.78596627483764	232	477	86	42	0.370689655172414	0.0880503144654088	1.12184418314185e-19	8.88848861006745e-19	2.85644845410969e-11	1.69711648900902e-27	1.13166241733772e-24
MARCKS	0.239948430827555	1.5209132173005	1.28096478647294	232	477	9	149	0.0387931034482759	0.312368972746331	4.78666470080044e-16	1.36913751209333e-19	3.1202551456431e-10	2.83335179976241e-27	1.82184520724723e-24
HLA-G	1.15579259248688	0.483002639430055	-0.672789953056825	232	477	142	163	0.612068965517241	0.341719077568134	1.57117878636402e-11	1.32184049794849e-11	5.87285054311323e-18	5.10225991168136e-27	3.16762370516935e-24
ANXA2P3	0.138314570998325	0.640818977076767	0.502504406078441	232	477	11	148	0.0474137931034483	0.310272536687631	7.39335349080321e-15	8.25822005799333e-18	2.22680898045034e-11	1.19280022545801e-26	7.15839175304865e-24
DUSP1	6.79332822040874	4.38591090955582	-2.40741731085292	232	477	215	326	0.926724137931034	0.683438155136268	1.73882062490344e-12	2.8808035921504e-14	2.41669945518992e-14	4.42311478542777e-26	2.56883092247876e-23
TUBB6	0.152651874333585	1.44516248237203	1.29251060803844	232	477	5	118	0.021551724137931	0.247379454926625	2.05608736403752e-13	5.50953698124168e-17	2.79506883325909e-11	9.66136730564557e-26	5.43572678033884e-23
GOLGA8A	2.19550941710537	4.05333188078165	1.85782246367628	232	477	104	340	0.448275862068966	0.712788259958071	1.50038492240245e-11	1.42665149949722e-11	2.99103743871864e-16	2.63364692347233e-25	1.43685391546048e-22
NCF4	2.03296539576054	4.20495893159548	2.17199353583495	232	477	78	290	0.336206896551724	0.607966457023061	1.87780891750996e-11	1.18310656767965e-11	9.42196653526776e-16	6.77287799686186e-25	3.58643810163238e-22
PROM1	3.84639124653033	1.81074529868747	-2.03564594784286	232	477	139	147	0.599137931034483	0.308176100628931	2.33151233305193e-13	2.17504205164249e-13	5.59903811772969e-14	7.38849841223331e-25	3.80064358325282e-22
CD164	9.24514209636201	6.97757333050472	-2.26756876585729	232	477	228	445	0.982758620689655	0.932914046121593	0.00794917400767316	0.00327415157058846	6.6169591174831e-24	1.30193435598001e-24	6.51111837362891e-22
TSC22D1	6.32386740747043	3.93505968428953	-2.3888077231809	232	477	202	307	0.870689655172414	0.643605870020964	5.11969100363967e-10	5.61572553362488e-11	8.96260900306487e-16	2.98220312326631e-24	1.45112391976451e-21
GOLGA8S	0.635719496056825	1.58306119133815	0.947341695281327	232	477	52	239	0.224137931034483	0.50104821802935	3.61468455281526e-12	9.00561980082672e-13	4.3883364893945e-13	2.26014740707517e-23	1.07083405044688e-20
MT2A	0.906205811816295	2.60012857595597	1.69392276413967	232	477	40	209	0.172413793103448	0.438155136268344	6.3613129917912e-12	1.03914638190525e-12	4.06177673204135e-13	2.41110433742141e-23	1.11306467925474e-20
CCNL1	2.06183695596956	3.9775953059711	1.91575835000153	232	477	85	310	0.366379310344828	0.649895178197065	1.78579113575244e-12	1.48368845914183e-12	6.16235535754029e-13	5.15223892574968e-23	2.31902274047993e-20
PTBP3	0.807486576819685	2.14846566910427	1.34097909228458	232	477	40	207	0.172413793103448	0.433962264150943	1.25109790254222e-11	1.85803677281508e-12	7.15492710991351e-13	7.44168888785281e-23	3.26780894480249e-20
HOPX	5.61139820527034	3.21838510226837	-2.39301310300197	232	477	187	259	0.806034482758621	0.542976939203354	1.80927604776815e-11	3.78098072731203e-12	6.66587994581875e-13	1.39470577810775e-22	5.97863876882191e-20
TFRC	1.53696431620104	3.4375899633353	1.90062564713426	232	477	69	267	0.297413793103448	0.559748427672956	8.95079576131075e-11	3.84798373155338e-11	1.11663997943093e-13	2.35483236040393e-22	9.85962832946797e-20
HNRNPH1	10.3532696175003	11.1847901355752	0.831520518074882	232	477	232	477	1	1	NA	1	5.95147893439751e-24	3.2422706475591e-22	1.32667819860577e-19
PRSS1	1.81833368574064	0.302383705574951	-1.51594998016569	232	477	75	38	0.323275862068966	0.079664570230608	2.29357596370976e-16	1.1887288133314e-15	5.76881420489156e-09	3.72616884307322e-22	1.49079875223756e-19
C1orf54	0.367426441427899	1.74659574083083	1.37916929940293	232	477	26	173	0.112068965517241	0.362683438155136	6.02171429604101e-12	4.33878754305468e-13	1.67343255700914e-11	3.94105957544791e-22	1.54249644774705e-19
LAPTM4B	2.21397737035698	4.24951691972866	2.03553954937168	232	477	88	310	0.379310344827586	0.649895178197065	1.67494284836202e-11	1.46064738453727e-11	8.83989393079344e-13	6.93422875493073e-22	2.65625222348453e-19
DNTT	0.966202691553313	0.00812363609450772	-0.958079055458805	232	477	50	12	0.21551724137931	0.0251572327044025	1.26104223097908e-16	5.11640914888143e-16	5.43733918114559e-08	1.47266942823943e-21	5.52373758042139e-19
KIT	2.17720115593198	0.859042647551778	-1.3181585083802	232	477	99	81	0.426724137931034	0.169811320754717	3.26944241548436e-13	6.19744310485571e-13	7.8088642892312e-11	2.53505773651061e-21	9.3145264261504e-19
PRSS3P2	1.94230071933793	0.323459768884656	-1.61884095045328	232	477	77	43	0.331896551724138	0.090146750524109	1.89741111474809e-15	8.36256348815823e-15	8.61014951653462e-09	3.74309605803699e-21	1.34781402857796e-18
MPL	7.53782108983064	5.19828692438753	-2.33953416544311	232	477	224	413	0.96551724137931	0.865828092243187	6.58671582162256e-05	1.5394093671317e-05	5.31262126739787e-18	4.24110005472669e-21	1.49719147814312e-18
YBX1	4.03886714551562	6.07616302705178	2.03729588153616	232	477	166	427	0.71551724137931	0.895178197064989	2.53002010613615e-09	4.86108138163038e-09	2.09067244854712e-14	5.24820869502991e-21	1.81709133356382e-18
GOLGA8B	2.40870087908738	4.14345989260101	1.73475901351363	232	477	114	346	0.491379310344828	0.725366876310273	1.53891240868749e-09	1.94572104894326e-09	1.00939815188355e-13	1.00128791087019e-20	3.4013561410013e-18
SNHG15	1.42106479567279	3.14446453363067	1.72339973795788	232	477	56	241	0.241379310344828	0.505241090146751	4.10011285016558e-11	1.2022066059159e-11	1.73242033185874e-11	1.060591193188e-20	3.53608960039941e-18
C6orf25	1.77093547076073	3.06572394905838	1.29478847829765	232	477	126	372	0.543103448275862	0.779874213836478	1.743579426313e-10	2.08069481997214e-10	1.05169197600685e-12	1.11324529329996e-20	3.64415786555865e-18
PRSS21	0.633311958749462	2.16783592428754	1.53452396553808	232	477	14	133	0.0603448275862069	0.278825995807128	3.25925589944184e-11	6.8380451639849e-13	4.10783607327257e-10	1.42200797380201e-20	4.57175563577347e-18
DUSP10	0.995590516548621	2.33582023340374	1.34022971685512	232	477	38	203	0.163793103448276	0.425576519916143	9.09862699590744e-12	1.29220510645526e-12	2.97354476417613e-10	1.93315587315094e-20	6.10605935793148e-18
ID1	0.103440209426736	1.33435491566432	1.23091470623758	232	477	5	111	0.021551724137931	0.232704402515723	2.17035378740314e-12	1.24732570903571e-15	4.7615626433573e-07	2.9622032059619e-20	9.19508733105828e-18
EZH2	0.714016976284334	1.89499527558429	1.18097829929996	232	477	41	204	0.176724137931034	0.427672955974843	7.58367556741413e-11	1.81018140901064e-11	6.37811234077527e-11	5.68162655545077e-20	1.73376278820908e-17
GOLGA8G	0.39183161033294	0.936125578565515	0.544293968232576	232	477	45	219	0.193965517241379	0.459119496855346	1.29129159827532e-11	2.30225328202843e-12	1.18067485891862e-09	1.31437299816729e-19	3.94399524316731e-17
FHL1	1.82174227529726	3.75524944123365	1.93350716593639	232	477	69	258	0.297413793103448	0.540880503144654	1.72755850181004e-09	8.52830040953425e-10	7.22249898545335e-12	2.92802769788882e-19	8.64200174963775e-17
MAGED2	4.43993130370336	2.55535282932533	-1.88457847437803	232	477	175	249	0.754310344827586	0.522012578616352	5.29536877603386e-09	2.07619633215882e-09	4.54641671729525e-12	4.44677673554703e-19	1.29128658623853e-16
MT1X	0.329004678620998	1.14377071286418	0.814766034243183	232	477	27	175	0.116379310344828	0.366876310272537	7.65931942317041e-12	5.72120649124392e-13	1.81969723434379e-08	4.89429660788943e-19	1.39868120838796e-16
KIAA0125	5.47360024489983	3.97979283728796	-1.49380740761187	232	477	210	371	0.905172413793103	0.777777777777778	5.48606165467319e-05	2.65784860110384e-05	5.62893219226155e-16	6.97906429563395e-19	1.96329802466553e-16
SPINK2	9.8715079965608	7.4632438213499	-2.40826417521089	232	477	231	454	0.995689655172414	0.951781970649895	0.0049234202099042	0.00136093436813176	1.22839232694671e-17	7.78001349547101e-19	2.15494404573015e-16
WDR43	3.02677794532939	4.48522818528299	1.45845023995361	232	477	149	413	0.642241379310345	0.865828092243187	1.10823341528871e-11	2.88079147435101e-11	6.43117635292262e-10	8.60296773594925e-19	2.34678531997016e-16
SEPT11	1.19670911856472	2.43964488515694	1.24293576659222	232	477	64	249	0.275862068965517	0.522012578616352	9.80873320335073e-10	4.29837762405919e-10	7.8515939949175e-11	1.546901958505e-18	4.1567795314812e-16
FLT3	2.62145494696672	1.16179226088319	-1.45966268608353	232	477	102	86	0.439655172413793	0.180293501048218	4.16827793846634e-13	7.19765248713385e-13	4.832406504064e-08	1.5931952367404e-18	4.19268931815726e-16
TRA2A	6.9875518248477	8.26307447431031	1.27552264946261	232	477	225	475	0.969827586206897	0.9958071278826	0.011029251506015	0.00705312220217378	4.97461376486433e-18	1.60684049629444e-18	4.19268931815726e-16
HIST1H2BG	3.04700821585909	1.35951288155251	-1.68749533430658	232	477	130	139	0.560344827586207	0.291404612159329	7.81596034024131e-12	8.54956329982059e-12	5.78942485885274e-09	2.2497586137676e-18	5.78637915461027e-16
SOCS2	3.06577580407675	5.22629779565605	2.1605219915793	232	477	120	349	0.517241379310345	0.731656184486373	2.45588186315652e-08	3.06474955896405e-08	2.10401070067553e-12	2.91383532704187e-18	7.38882975043124e-16
TPSAB1	0.0512689606898235	1.1335122617037	1.08224330101387	232	477	3	93	0.0129310344827586	0.19496855345912	6.57850955413464e-11	3.52696941826525e-14	2.68205347655395e-06	4.23830794459277e-18	1.05981244770067e-15
MT1G	0.213559655606598	0.839067184634592	0.625507529027994	232	477	21	147	0.0905172413793103	0.308176100628931	2.95712786127174e-10	2.05185565755558e-11	6.02079752548491e-09	5.50210634618111e-18	1.35698524187184e-15
FTH1P3	5.50753451199588	4.1199586761257	-1.38757583587019	232	477	208	376	0.896551724137931	0.788259958071279	0.000570551426265895	0.000328677977820989	3.93625169343665e-16	5.75613731593688e-18	1.39341308887345e-15
LOC101928834	0.769845557051211	2.32238561992092	1.55254006286971	232	477	34	179	0.146551724137931	0.375262054507338	7.97237522773145e-10	1.24019800745864e-10	1.05217302225769e-09	5.80459795964834e-18	1.39341308887345e-15
SNHG9	2.30200086204726	4.0402132580481	1.73821239600083	232	477	110	333	0.474137931034483	0.69811320754717	1.22110669295994e-08	1.03210940174272e-08	1.43986402210391e-11	6.59128144977753e-18	1.55149906236425e-15
HNRNPAB	0.985270590280258	2.37993455882653	1.39466396854627	232	477	50	210	0.21551724137931	0.440251572327044	9.29263473929497e-09	3.05679323636983e-09	4.89498661322245e-11	6.63549365707883e-18	1.55149906236425e-15
CDC42	4.10539181564755	5.99114061673274	1.88574880108519	232	477	177	433	0.762931034482759	0.907756813417191	3.31206968189609e-07	4.59116940892349e-07	3.87543107777038e-13	7.85958016532306e-18	1.8141523243138e-15
MRPL16	6.73567299716102	4.58379413361008	-2.15187886355095	232	477	217	389	0.935344827586207	0.815513626834382	3.54984318731986e-05	1.22400192337183e-05	2.09518112722756e-14	1.12344202647906e-17	2.56031015756064e-15
MMEL1	1.25102709556996	0.631393607098481	-0.619633488471477	232	477	137	165	0.59051724137931	0.345911949685535	1.0666212027711e-09	9.80647765363487e-10	3.15709145453831e-10	1.35044215255726e-17	3.03917006433011e-15
ID2	0.284517868269371	1.89617223120664	1.61165436293727	232	477	24	152	0.103448275862069	0.318658280922432	8.71390641961955e-10	8.7533253152251e-11	3.72023765354606e-09	1.41878362830704e-17	3.15355314123951e-15
SCN9A	0.454675271401408	1.31977451347187	0.865099242070461	232	477	22	143	0.0948275862068965	0.29979035639413	2.44466104442298e-09	2.26844991477358e-10	1.91279841666679e-09	1.87802006362384e-17	4.12339917383946e-15
DDX21	1.82374522088824	3.024751819866	1.20100659897776	232	477	86	298	0.370689655172414	0.624737945492662	3.18247735600655e-10	2.77011801912401e-10	1.93525610360456e-09	2.30893368949511e-17	5.00843881273133e-15
CKS2	3.0555654704314	5.15965051317221	2.10408504274081	232	477	119	347	0.512931034482759	0.727463312368973	2.65565386598953e-08	3.38021706165413e-08	1.91294165183274e-11	2.77285244899513e-17	5.94314708234623e-15
HERC2P7	0.751342740487563	2.11590477654729	1.36456203605972	232	477	66	246	0.28448275862069	0.515723270440252	9.50659160814402e-09	5.23820109541074e-09	1.56970075172965e-10	3.50622015815618e-17	7.42658679146399e-15
SMARCC1	0.78206293310895	1.86723576453009	1.08517283142114	232	477	40	187	0.172413793103448	0.392033542976939	6.8177382048695e-09	1.53864591882767e-09	5.6037528946619e-10	3.67260329227923e-17	7.68855228769713e-15
CCDC42	1.16973602652775	0.19640763930806	-0.973328387219692	232	477	42	9	0.181034482758621	0.0188679245283019	1.51295375165893e-14	4.41713880678904e-14	2.0863333185674e-05	3.91924046715726e-17	8.11057532996545e-15
EIF5AL1	2.76133609640966	3.7729928500619	1.01165675365223	232	477	217	461	0.935344827586207	0.966457023060797	0.088159674978514	0.0764574930210045	1.66456496390198e-17	5.37141683147389e-17	1.09894305265745e-14
CPVL	1.13778541312534	2.3978677812565	1.26008236813116	232	477	34	178	0.146551724137931	0.373165618448637	1.08385648528456e-09	1.98679726204178e-10	6.59055968349601e-09	5.52269511089261e-17	1.11719778400574e-14
HCST	1.49325701942101	3.0493391380201	1.55608211859909	232	477	60	235	0.258620689655172	0.492662473794549	4.88900756505801e-09	2.41856958017388e-09	6.14455038924976e-10	6.24911574210138e-17	1.2501008868977e-14
C10orf128	0.110514248796206	1.11056830395228	1.00005405515608	232	477	4	90	0.0172413793103448	0.188679245283019	5.72461256780494e-10	1.17235443877334e-12	1.39048622596561e-06	6.83973058594085e-17	1.3532143897723e-14
LOC100507217	2.07701117180433	3.66392245658475	1.58691128478042	232	477	99	325	0.426724137931034	0.681341719077568	1.49043642932165e-10	1.3959581403952e-10	1.3824674621864e-08	8.06473556580015e-17	1.57823368615941e-14
CDCA7	1.39766383278376	2.99386992437051	1.59620609158675	232	477	56	215	0.241379310344828	0.450733752620545	1.15692163395004e-07	4.90114916483043e-08	4.06102653957092e-11	8.31142777634161e-17	1.59750073507786e-14
TSC22D3	7.6591644026987	5.26047071874771	-2.39869368395099	232	477	206	359	0.887931034482759	0.752620545073375	4.08736637342451e-05	1.67558734211037e-05	1.1921430123127e-13	8.34065036088198e-17	1.59750073507786e-14
WTAP	6.00881267598251	7.30258310839612	1.29377043241361	232	477	205	462	0.883620689655172	0.968553459119497	1.52319589750985e-05	2.37047523075007e-05	1.03387104630224e-13	1.01829636581779e-16	1.92983239686143e-14
PDE4B	1.81211164828571	0.561805208402845	-1.25030643988286	232	477	80	62	0.344827586206897	0.129979035639413	3.9240232523766e-11	7.42887496654473e-11	4.0849248764875e-08	1.2544119535149e-16	2.35254508448773e-14
DUXAP8	0.0643278995421243	0.97105814840743	0.906730248865306	232	477	7	107	0.0301724137931034	0.224318658280922	8.35326715211796e-11	4.99609430271489e-13	6.72863822498117e-06	1.38616265448352e-16	2.57283220941457e-14
CFHR1	0.319821470470761	1.20025175178931	0.880430281318548	232	477	16	123	0.0689655172413793	0.257861635220126	5.11015924101021e-09	3.63652786105032e-10	9.46668458071934e-09	1.41870040891684e-16	2.60635532266722e-14
RIPK2	1.33559794749207	2.71299538917456	1.37739744168249	232	477	48	210	0.206896551724138	0.440251572327044	2.28072905810942e-09	6.11797560621121e-10	6.13310665929828e-09	1.54306973411937e-16	2.80620479728133e-14
CDH2	0.621251785251653	0.0201961004068786	-0.601055684844774	232	477	33	2	0.142241379310345	0.00419287211740042	7.44176129649911e-15	5.78424642285154e-15	0.000806260170058863	1.90772990762409e-16	3.43467692568641e-14
CMTM3	0.396450621142147	1.38184348389776	0.985392862755614	232	477	19	134	0.0818965517241379	0.280922431865828	2.72922928010582e-09	2.36316523474807e-10	2.05107066971654e-08	1.98088781848184e-16	3.53107963207397e-14
LRRC70	4.5198698307322	2.71158522029732	-1.80828461043488	232	477	159	215	0.685344827586207	0.450733752620545	7.00113295926228e-09	4.03273375213668e-09	2.03532283554453e-09	3.31119054671523e-16	5.84457594147657e-14
ANKRD28	1.73721491608541	2.76746249112414	1.03024757503873	232	477	87	287	0.375	0.60167714884696	2.24011946763083e-08	1.69687060486406e-08	5.06773985820576e-10	3.46507463867068e-16	6.05681590239097e-14
ABL1	0.141244155460319	0.782104394882685	0.640860239422366	232	477	6	90	0.0258620689655172	0.188679245283019	5.60446351776093e-09	6.4511814926075e-11	1.84670139857143e-07	4.76165339651498e-16	8.24315459142843e-14
TIMP1	1.78464962555229	3.37675827073438	1.59210864518209	232	477	65	245	0.280172413793103	0.513626834381551	6.66718265560422e-09	3.20735207908261e-09	4.35432576726778e-09	5.55979549086653e-16	9.53319600167247e-14
BHLHE40	0.288670320166239	1.28092411057496	0.992253790408717	232	477	17	131	0.0732758620689655	0.274633123689727	1.11932854028158e-09	6.7447116247945e-11	4.03898338832206e-07	1.06629168725904e-15	1.81108637145393e-13
STK17B	4.45576832313169	2.87691776593034	-1.57885055720135	232	477	196	326	0.844827586206897	0.683438155136268	7.29988993087861e-06	3.19021351685803e-06	9.12781089158742e-12	1.13785437078467e-15	1.91457290575768e-13
MAFIP	0.482470243180259	1.30933413972663	0.826863896546375	232	477	16	117	0.0689655172413793	0.245283018867925	3.02208618165546e-08	2.74324653048158e-09	1.13046901512866e-08	1.20982799866973e-15	2.01682808222683e-13
EIF5A	6.21710816815218	7.31345116386061	1.09634299570843	232	477	228	472	0.982758620689655	0.989517819706499	0.691499631916606	0.484244412717817	6.49013503410403e-17	1.22565972503089e-15	2.02447501738129e-13
PRSS3	1.44602316087918	0.252389766808809	-1.19363339407037	232	477	59	34	0.254310344827586	0.0712788259958071	2.83181017923117e-11	7.68247148128822e-11	5.95856688416331e-07	1.7680155688023e-15	2.89375930006515e-13
HTATSF1	0.795834504554025	2.01746632455983	1.22163182000581	232	477	33	161	0.142241379310345	0.337526205450734	7.33412137563382e-08	1.95420044240437e-08	2.48526018101784e-09	1.87291645084051e-15	3.03783673702094e-13
CD53	5.54973083486309	3.98912102222562	-1.56060981263748	232	477	205	324	0.883620689655172	0.679245283018868	7.70881680390104e-09	1.41337767514194e-09	3.84373432947826e-08	2.08893583585331e-15	3.35796435613419e-13
RANBP9	0.750014030366298	1.79474153650003	1.04472750613373	232	477	41	184	0.176724137931034	0.385744234800839	3.30425095284474e-08	1.06980657349789e-08	5.20535601619648e-09	2.13988138705277e-15	3.40941809668125e-13
HEMGN	3.92243342305264	2.43688228663576	-1.48555113641688	232	477	159	208	0.685344827586207	0.436058700209644	7.62046165755978e-10	5.2891269363016e-10	1.39540877944986e-07	2.8152973205054e-15	4.44619411915607e-13
ZFP36L2	6.16537286527531	4.48854351097136	-1.67682935430395	232	477	208	351	0.896551724137931	0.735849056603774	1.45112940142743e-06	4.36693285952937e-07	1.98128415923377e-10	3.28661211737201e-15	5.14540561401441e-13
ERAP2	3.01248231211076	1.27176485811731	-1.74071745399345	232	477	127	159	0.547413793103448	0.333333333333333	7.85846972949352e-08	6.489663514068e-08	1.55445793315418e-09	3.81651914383953e-15	5.92350091945577e-13
STAT4	0.404141469395921	1.26510287524912	0.860961405853201	232	477	16	123	0.0689655172413793	0.257861635220126	5.11015924101021e-09	3.63652786105032e-10	3.08538679805425e-07	4.23292001147192e-15	6.5136317851744e-13
TPSB2	0.0377982562853695	1.10515585261404	1.06735759632867	232	477	4	91	0.0172413793103448	0.190775681341719	4.18323400272706e-10	1.10311873401171e-12	0.000105413078581971	4.38277017199148e-15	6.68706730309615e-13
SAT1	3.48285780106789	5.49674507493652	2.01388727386864	232	477	145	383	0.625	0.80293501048218	5.54043323711873e-07	6.11407597856253e-07	2.50191908745099e-10	5.72354196090993e-15	8.65938230791784e-13
SKIL	0.364753812714016	1.62471117613933	1.25995736342531	232	477	58	221	0.25	0.463312368972746	7.73430856212037e-08	3.522441339909e-08	4.72296220207324e-09	6.2107441489573e-15	9.3181864714856e-13
DUXAP10	0.0327265844892299	0.862957546653487	0.830230962164257	232	477	1	75	0.00431034482758621	0.157232704402516	1.48148774681868e-09	8.64794081317518e-13	0.000241472702642559	7.74842877116292e-15	1.15291497186791e-12
DNAJC12	0.170953960443513	1.06995105662179	0.898997096178279	232	477	7	90	0.0301724137931034	0.188679245283019	1.64162716030308e-08	4.10633589695795e-10	5.3512617521477e-07	8.14229320326811e-15	1.20158890845606e-12
PLAG1	0.710176123754681	0.00391525039472789	-0.706260873359953	232	477	29	2	0.125	0.00419287211740042	6.70043783233408e-13	5.76557722922428e-13	0.000410958718843447	8.76179024054771e-15	1.2824981422018e-12
RPL7	14.0242816730254	13.5628895807978	-0.461392092227586	232	477	232	477	1	1	NA	1	2.46655931439195e-16	9.11110932336352e-15	1.32287429240191e-12
MYCT1	2.64929529436921	1.39445794609392	-1.25483734827529	232	477	119	147	0.512931034482759	0.308176100628931	1.98437743187861e-07	1.72957760835952e-07	1.48324785425271e-09	9.46610511760519e-15	1.36342205229891e-12
BCYRN1	1.44142405488452	2.80872278164596	1.36729872676143	232	477	68	247	0.293103448275862	0.517819706498952	2.55364931540093e-08	1.44700622260303e-08	1.91049415153593e-08	1.01801224810971e-14	1.4541855539748e-12
RHOB	0.0369239570454365	0.629660368171844	0.592736411126407	232	477	2	73	0.00862068965517241	0.153039832285115	9.67496505387073e-09	2.10442316400255e-11	1.32396573655514e-05	1.02578074513886e-14	1.4541855539748e-12
