gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
MAGED2	4.42411824698294	1.62005586907851	-2.80406237790443	232	122	175	46	0.754310344827586	0.377049180327869	7.38837635602886e-12	4.90032139520822e-12	1.33978446953584e-12	3.57026593001757e-22	1.85542257550601e-19
IDH1	1.95027592548692	0.188202182431892	-1.76207374305503	232	122	92	7	0.396551724137931	0.0573770491803279	3.29981115468048e-11	5.57843223741691e-13	1.36141813306412e-11	4.11889000873847e-22	2.07567093470669e-19
NFE2	3.7746284261568	1.27353871804449	-2.50108970811231	232	122	144	27	0.620689655172414	0.221311475409836	2.00000561385453e-12	4.01194735508825e-13	2.10387444826385e-11	4.56882924483488e-22	2.23469501004718e-19
AKR1C3	5.41128805200303	2.06963236082399	-3.34165569117904	232	122	189	57	0.814655172413793	0.467213114754098	3.45294025669361e-11	4.44015430094512e-11	3.05819807018559e-13	7.28554341783059e-22	3.46167391538636e-19
AKR1C2	1.76607707623987	0.607514171605511	-1.15856290463436	232	122	133	22	0.573275862068966	0.180327868852459	3.18088261048281e-12	4.90580238140721e-13	6.42809120316568e-11	1.665390282344e-21	7.69317788760576e-19
AKR1C1	2.33321560897545	0.821678095965777	-1.51153751300967	232	122	133	22	0.573275862068966	0.180327868852459	3.18088261048281e-12	4.90580238140721e-13	7.07930870404648e-11	1.83075638703519e-21	8.22850776118791e-19
C19orf12	0.245524985692061	0.732010834513876	0.486485848821815	232	122	53	71	0.228448275862069	0.581967213114754	7.56676208244478e-11	6.08441159481615e-11	1.09244579180753e-12	3.46072367460456e-21	1.51452196601773e-18
BST2	5.46908521510977	2.42156916780664	-3.04751604730313	232	122	189	55	0.814655172413793	0.450819672131148	4.8837211556039e-12	4.84250427917615e-12	1.63615714971422e-11	4.11126978951887e-21	1.75308760512048e-18
LRRC70	4.29697947629226	1.38663645464033	-2.91034302165193	232	122	159	38	0.685344827586207	0.311475409836066	3.67479009630459e-11	1.7627452477169e-11	6.19197111041047e-12	5.62872425602805e-21	2.34014210944366e-18
ID2	0.444208245166049	2.54778442063653	2.10357617547048	232	122	24	50	0.103448275862069	0.409836065573771	4.11061050539875e-11	5.68506978921546e-11	2.12603941210227e-12	6.22069550355097e-21	2.5231747859525e-18
TSC22D3	7.18666318981333	3.35607208813154	-3.83059110168179	232	122	206	69	0.887931034482759	0.565573770491803	1.1328763774309e-11	2.03636247282462e-11	7.7752338416786e-12	8.10617572060769e-21	3.209659576993e-18
PDHB	3.15039325615128	0.734341147707963	-2.41605210844332	232	122	129	23	0.556034482758621	0.188524590163934	6.7573085517011e-11	1.33211277537141e-11	1.27582866177143e-11	8.68919402623458e-21	3.3604952710763e-18
SDPR	2.37923811750212	0.332742602950616	-2.0464955145515	232	122	91	8	0.392241379310345	0.0655737704918033	1.73242321184784e-10	4.40983514172462e-12	7.41575556077821e-11	1.65054886421627e-20	6.23832445725375e-18
G3BP1	4.04891956751512	1.57075946591582	-2.47816010159929	232	122	155	36	0.668103448275862	0.295081967213115	4.7138229212104e-11	2.06428281229148e-11	1.30281341007737e-10	1.30071578686301e-19	4.80686745234042e-17
AKR1C4	2.26684026383452	0.742981081560216	-1.52385918227431	232	122	130	24	0.560344827586207	0.19672131147541	1.15088755842017e-10	3.03385436392176e-11	1.23059503844562e-10	1.79343384563758e-19	6.48365322890283e-17
TRAPPC1	3.83403794684033	1.57784946313113	-2.2561884837092	232	122	160	39	0.689655172413793	0.319672131147541	5.54228559210968e-11	3.26388316563711e-11	2.26599451382848e-10	3.50222640382638e-19	1.23919202331133e-16
TMEM14C	4.12464224608994	1.7201756240984	-2.40446662199154	232	122	174	48	0.75	0.39344262295082	9.32587607160543e-11	9.6466134287145e-11	8.59780996240001e-11	3.91797070174158e-19	1.34293371601224e-16
CNPY2	4.92437042828835	2.74679431030336	-2.17757611798499	232	122	199	61	0.857758620689655	0.5	1.10175870479776e-12	1.59793520148475e-12	5.24316738808672e-09	3.95693037189416e-19	1.34293371601224e-16
TMEM14B	4.57302332728321	2.0190121557298	-2.55401117155341	232	122	198	68	0.853448275862069	0.557377049180328	2.02122667085733e-09	2.53766443520895e-09	3.62744734548712e-12	4.33884704297487e-19	1.44310052649344e-16
HLA-DRB6	4.21210098455419	2.46614941042044	-1.74595157413375	232	122	207	72	0.892241379310345	0.590163934426229	9.58820265436476e-11	1.6222617819549e-10	9.49840117222787e-11	7.1835246444866e-19	2.34239244780024e-16
TBCA	3.74925297456762	1.24456495105263	-2.50468802351499	232	122	160	43	0.689655172413793	0.352459016393443	2.18643501147055e-09	1.38902405496413e-09	1.28969400734066e-11	8.32447645903868e-19	2.66223160603487e-16
GNAI1	2.51492827465431	0.568503734502089	-1.94642454015222	232	122	100	12	0.431034482758621	0.0983606557377049	3.4729541144742e-10	3.04323976856844e-11	7.24304139270521e-10	1.01970649915151e-18	3.19956963790371e-16
LST1	4.70153289289915	2.24245810688303	-2.45907478601612	232	122	178	51	0.767241379310345	0.418032786885246	1.39553819734521e-10	1.3005822439015e-10	1.74011010007987e-10	1.04636898909481e-18	3.22242894234198e-16
MEA1	3.62572941537971	1.23157421511726	-2.39415520026244	232	122	151	36	0.650862068965517	0.295081967213115	3.83118584678413e-10	2.07374185004275e-10	1.94731146402234e-10	1.84368616923139e-18	5.57463654442145e-16
KIAA0125	5.42799839092904	3.24743792448112	-2.18056046644792	232	122	210	75	0.905172413793103	0.614754098360656	1.41477573115256e-10	2.47756512001548e-10	2.24006934946e-10	2.51621717220728e-18	7.47226635246554e-16
AMICA1	2.27323079945214	0.221720636860104	-2.05151016259204	232	122	82	7	0.353448275862069	0.0573770491803279	2.32145763054598e-09	7.78247172962283e-11	8.96985629936077e-10	3.14892154155414e-18	8.93036694883504e-16
ZFP36L2	5.93035908362598	3.21325710758525	-2.71710197604073	232	122	208	74	0.896551724137931	0.60655737704918	2.91686313986393e-10	5.51039959435302e-10	1.27150713226131e-10	3.16027772880293e-18	8.93036694883504e-16
HSPD1	5.5242600921363	2.58150504734884	-2.94275504478746	232	122	191	61	0.823275862068966	0.5	3.87093041437174e-10	6.09570118869959e-10	1.15241013324166e-10	3.16832020433714e-18	8.93036694883504e-16
AREG	2.94541336762407	0.885739250547935	-2.05967411707613	232	122	111	17	0.478448275862069	0.139344262295082	5.84213051168724e-10	7.63328828772766e-11	1.27317187271351e-09	4.35171263703649e-18	1.20614968589861e-15
ZNF22	4.34979427546261	1.64752818079451	-2.70226609466811	232	122	158	41	0.681034482758621	0.336065573770492	1.02960084480747e-09	7.04083778934763e-10	1.79963286665756e-10	5.64013095930497e-18	1.53762914513511e-15
ZMYM6NB	3.2759974896197	1.08505420254971	-2.19094328706998	232	122	128	25	0.551724137931034	0.204918032786885	7.89427885335651e-10	1.79309315329714e-10	8.36229240563994e-10	6.64910716923156e-18	1.78346213265034e-15
UTP6	2.2119832535547	0.495744312780094	-1.71623894077461	232	122	99	13	0.426724137931034	0.10655737704918	1.58400228013387e-09	1.72937429391114e-10	8.96047216177218e-10	6.8664555704141e-18	1.8125262878728e-15
CAP1	4.33522150582252	1.95612045342305	-2.37910105239947	232	122	159	39	0.685344827586207	0.319672131147541	9.58272307743063e-11	7.10807771681342e-11	6.11668491571095e-09	1.88169836549969e-17	4.88947559660309e-15
CPNE1	4.79184874553225	2.0513863618971	-2.74046238363515	232	122	166	45	0.71551724137931	0.368852459016393	5.5304293715695e-10	4.34232143141695e-10	1.02555888522071e-09	1.92629857991309e-17	4.92836082830072e-15
CCDC12	2.91824106122571	1.17092573893611	-1.7473153222896	232	122	137	29	0.59051724137931	0.237704918032787	5.30913062757663e-10	2.03149548741497e-10	2.53597353363457e-09	2.22093707403848e-17	5.59608841534241e-15
PSMB10	5.0575130337497	1.91705043251435	-3.14046260123535	232	122	172	54	0.741379310344828	0.442622950819672	5.21769318867642e-08	5.93538079007491e-08	9.7567806412225e-12	2.48972248102014e-17	6.17971415811416e-15
TSC22D1	6.15623657719287	3.36479861722569	-2.79143795996718	232	122	202	67	0.870689655172414	0.549180327868853	4.12885988778184e-11	8.38001041114322e-11	8.61192402236422e-09	3.08682112518182e-17	7.54909342820201e-15
MFSD1	3.30219951499725	0.853777401365131	-2.44842211363212	232	122	129	28	0.556034482758621	0.229508196721311	8.1894162837207e-09	3.22055814090923e-09	3.75678355332099e-10	5.1125278966118e-17	1.23219331769064e-14
CD164	8.96159980357933	5.63859136371996	-3.32300843985936	232	122	228	105	0.982758620689655	0.860655737704918	1.15890170921855e-05	9.27030563516105e-06	1.49331227126477e-13	5.83104632805757e-17	1.36954956497735e-14
ATP5A1	8.15003799180225	4.71484809984291	-3.43518989195934	232	122	229	101	0.987068965517241	0.827868852459016	5.32662681262402e-08	4.10888902729426e-08	3.37867762175518e-11	5.84714486550763e-17	1.36954956497735e-14
FIBP	2.85467629303042	0.953926885237574	-1.90074940779284	232	122	114	20	0.491379310344828	0.163934426229508	3.19179511809529e-09	6.0879667270251e-10	3.07475882853618e-09	7.8282187706705e-17	1.80810108550348e-14
C1orf186	1.92163220737218	0.352705908496547	-1.56892629887563	232	122	85	9	0.366379310344828	0.0737704918032787	6.71001410598592e-09	4.59746476636901e-10	5.19791580185738e-09	9.93535995030332e-17	2.26335665717184e-14
PCNA	2.71414890098816	0.809103212775954	-1.90504568821221	232	122	112	19	0.482758620689655	0.155737704918033	2.84043590519673e-09	4.95197842947415e-10	6.87772194501814e-09	1.4039198843865e-16	3.15502536180372e-14
CNPY3	2.46568368043607	0.663007717876368	-1.8026759625597	232	122	97	13	0.418103448275862	0.10655737704918	3.66552716349874e-09	3.51205208004148e-10	1.01169661863336e-08	1.46313332939246e-16	3.24425430237289e-14
RCSD1	2.24120652794636	0.373977443519978	-1.86722908442638	232	122	91	12	0.392241379310345	0.0983606557377049	1.49276498748666e-08	1.6843241914655e-09	2.25433003252523e-09	1.56104387443466e-16	3.41581047787478e-14
SPINK2	9.64984926828072	6.2356668257369	-3.41418244254381	232	122	231	115	0.995689655172414	0.942622950819672	0.00485492558459646	0.00292183679292128	1.70226624887927e-15	2.03139443282895e-16	4.3872843399929e-14
UBE2V2	3.86882349096353	1.41596891817665	-2.45285457278688	232	122	148	37	0.637931034482759	0.30327868852459	4.12940042075384e-09	2.09745002045408e-09	2.46932515249621e-09	2.1132452904355e-16	4.50554733076185e-14
HSPB1	5.00966000573399	2.86866270912292	-2.14099729661107	232	122	191	58	0.823275862068966	0.475409836065574	2.26987385938515e-11	2.93472463543468e-11	1.82553543078126e-07	2.18412508461985e-16	4.59772153888963e-14
CCT5	3.71346707118412	1.56169720935159	-2.15176986183253	232	122	144	34	0.620689655172414	0.278688524590164	1.91999808023985e-09	9.84805296464679e-10	6.63272243139383e-09	2.64999687383734e-16	5.50868100148937e-14
C4orf3	4.93083863090217	2.67622247167586	-2.25461615922631	232	122	187	57	0.806034482758621	0.467213114754098	1.31339657739417e-10	1.44591891706602e-10	4.63466493993544e-08	2.71701015193192e-16	5.5782566452627e-14
ERICH1	2.42605026750957	0.666553370099883	-1.75949689740968	232	122	102	16	0.439655172413793	0.131147540983607	9.85253792824876e-09	1.66764421754323e-09	4.33739721529667e-09	2.92713450179863e-16	5.9363715566965e-14
ERAP2	2.83695064309684	0.524907858650214	-2.31204278444662	232	122	127	30	0.547413793103448	0.245901639344262	1.07074442489286e-07	4.99103375068122e-08	1.59555066650016e-10	3.21497661131083e-16	6.44157362001193e-14
RAC2	4.2880992926661	1.89200003690532	-2.39609925576079	232	122	149	37	0.642241379310345	0.30327868852459	2.55800745791375e-09	1.14781244854928e-09	9.71599287535893e-09	4.46474717891202e-16	8.8391363792032e-14
BUB3	3.86605713418152	1.73455760959397	-2.13149952458756	232	122	179	57	0.771551724137931	0.467213114754098	1.56602282361654e-08	1.57624040136747e-08	7.39724956136383e-10	4.66281587560501e-16	9.1226621189778e-14
UROD	5.26457572588635	2.64774654634867	-2.61682917953768	232	122	193	65	0.831896551724138	0.532786885245902	3.8559075646479e-09	4.03389607352716e-09	3.72674253179209e-09	5.97366869257361e-16	1.15326428686803e-13
HNRNPH1	10.4323020364609	11.8475257884237	1.41522375196281	232	122	232	122	1	1	NA	1	1.51872873842915e-17	6.03331286575579e-16	1.15326428686803e-13
GPN3	1.954079417961	0.284342640402654	-1.66973677755835	232	122	73	6	0.314655172413793	0.0491803278688525	2.59255249497581e-08	1.12389414558273e-09	1.67053356098337e-08	7.41876565558723e-16	1.40197810059563e-13
CCT7	4.82939661695949	2.71498280399514	-2.11441381296435	232	122	206	73	0.887931034482759	0.598360655737705	5.65989676326826e-10	1.13870869736739e-09	2.64668260843545e-08	1.17661016024139e-15	2.19854235559712e-13
FAM96A	3.80544597134204	1.1893839937376	-2.61606197760444	232	122	154	44	0.663793103448276	0.360655737704918	8.93814115751209e-08	5.44244574544904e-08	5.67370564834149e-10	1.20478285784137e-15	2.22617099176689e-13
HIST1H4C	5.61097424458983	2.6913060138691	-2.91966823072074	232	122	190	66	0.818965517241379	0.540983606557377	5.62448492881409e-08	5.38278516119505e-08	6.64934796650816e-10	1.39119278775812e-15	2.54236660004588e-13
TTC34	1.50993564331604	0.637800846418884	-0.872134796897156	232	122	134	30	0.577586206896552	0.245901639344262	5.35961924637703e-09	1.98148108073445e-09	2.3438449486946e-08	1.79307969320994e-15	3.24118644544362e-13
LOC100130331	1.14223879375607	0.500882252452641	-0.64135654130343	232	122	138	32	0.594827586206897	0.262295081967213	5.23341102155015e-09	2.13582929900251e-09	2.85681784181117e-08	2.33910058912276e-15	4.1827142792593e-13
N4BP2L2	4.48733396814282	2.28674990171947	-2.20058406642336	232	122	167	45	0.719827586206897	0.368852459016393	3.19507611455505e-10	2.12386462256788e-10	3.21239146149628e-07	2.60788204554612e-15	4.61373174653531e-13
MFAP1	1.23566934299603	0.159488098437926	-1.0761812445581	232	122	61	3	0.262931034482759	0.0245901639344262	6.94944488554401e-08	1.40364437638901e-09	4.95754605840627e-08	2.65847310987608e-15	4.65372713865675e-13
CD99	3.77704934798697	1.72212190588701	-2.05492744209997	232	122	146	36	0.629310344827586	0.295081967213115	4.41944662187834e-09	2.15455254775006e-09	3.39234790394724e-08	2.7887342245101e-15	4.83090105766697e-13
MED28	3.04557253526757	1.17415012025349	-1.87142241501409	232	122	141	35	0.607758620689655	0.286885245901639	1.83806326767109e-08	8.86248592558305e-09	9.03366203237866e-09	3.04741029261998e-15	5.20794056833581e-13
PRDX1	8.25247720451573	4.55686979915301	-3.69560740536271	232	122	229	108	0.987068965517241	0.885245901639344	6.42215564256854e-05	4.71430603655872e-05	1.71061923158677e-12	3.06902090016181e-15	5.20794056833581e-13
HOPX	5.43625697392701	2.53053306679119	-2.90572390713582	232	122	187	63	0.806034482758621	0.516393442622951	2.64971396058135e-08	2.39414057708742e-08	4.4414985702175e-09	4.01735608383923e-15	6.74834663376227e-13
NDUFS2	3.85722045008077	1.27795059323193	-2.57926985684884	232	122	139	35	0.599137931034483	0.286885245901639	4.42183145325006e-08	3.07106112156251e-08	3.54468551291677e-09	4.11014932019059e-15	6.83517831947696e-13
ERLIN1	1.92013720566368	0.292555927445821	-1.62758127821786	232	122	73	7	0.314655172413793	0.0573770491803279	8.01122606204281e-08	4.25795918749226e-09	2.95955743064937e-08	4.73950460068439e-15	7.80375856528529e-13
LARS	3.77723789612107	2.11907517291385	-1.65816272320722	232	122	174	49	0.75	0.401639344262295	2.36155002578919e-10	2.08915695504465e-10	6.71859299080407e-07	5.26389707268945e-15	8.50442862102596e-13
ZNF146	2.6131214196639	0.837696264641543	-1.77542515502236	232	122	106	19	0.456896551724138	0.155737704918033	3.44028901915026e-08	7.02355632490275e-09	1.99978268940868e-08	5.2673250028002e-15	8.50442862102596e-13
SLC9A7P1	0.170437268423949	0.502622680060989	0.332185411637041	232	122	42	57	0.181034482758621	0.467213114754098	2.45080485962592e-08	2.58402879105031e-08	6.38612675068699e-09	6.16190005287083e-15	9.85311518069633e-13
CARD8	4.0262614364577	1.87694853518533	-2.14931290127236	232	122	194	71	0.836206896551724	0.581967213114754	3.19876603523673e-07	3.37873093604616e-07	5.10399337330821e-10	6.43177574748092e-15	1.01867076838674e-12
NOP56	2.8676493797156	0.962560739084755	-1.90508864063085	232	122	120	25	0.517241379310345	0.204918032786885	2.61695757778946e-08	9.01983519718894e-09	1.97178904192434e-08	6.62776234677998e-15	1.03976839945008e-12
IFI16	4.75198828627729	2.45205870104945	-2.29992958522784	232	122	173	52	0.745689655172414	0.426229508196721	5.90964708525150e-09	4.49304391526481e-09	3.99660846020764e-08	6.69003119309431e-15	1.03976839945008e-12
POLR2J3	3.60511948553353	1.98936464632459	-1.61575483920894	232	122	180	57	0.775862068965517	0.467213114754098	9.01859782253056e-09	7.8526630651934e-09	2.3974512885796e-08	7.00504788286994e-15	1.07864765085303e-12
PPIAL4G	3.97801257543676	2.65120347318475	-1.32680910225201	232	122	206	68	0.887931034482759	0.557377049180328	4.10540084762169e-12	8.99540082488497e-12	2.13751698042734e-05	7.150363285392e-15	1.09092239849605e-12
PRKCZ	1.61582552309722	0.72324714322576	-0.892578379871463	232	122	137	32	0.59051724137931	0.262295081967213	8.22345618205290e-09	3.9682173741317e-09	5.38128235462585e-08	7.91867677031518e-15	1.19715995173038e-12
POLR3K	2.36456986167603	0.649993113827316	-1.71457674784872	232	122	105	19	0.452586206896552	0.155737704918033	5.12933244175934e-08	1.22815861302164e-08	2.21454910003327e-08	1.00200245427188e-14	1.49093262791506e-12
ENO1	8.7003471819311	5.71642163603342	-2.98392554589768	232	122	232	111	1	0.909836065573771	1.53140563456883e-05	5.98983488310217e-06	4.55056643388613e-11	1.00411578067641e-14	1.49093262791506e-12
CTR9	1.64164229228715	0.427457471269118	-1.21418482101803	232	122	77	8	0.331896551724138	0.0655737704918033	5.20575383495024e-08	3.65720123667712e-09	8.04735084276532e-08	1.08193160560829e-14	1.5851026415209e-12
SLC13A1	0.261717778388963	0.728950237217658	0.467232458828695	232	122	86	81	0.370689655172414	0.663934426229508	2.73839647169519e-07	2.02132953561838e-07	1.46247063500185e-09	1.08660072840278e-14	1.5851026415209e-12
AAMP	2.55625644394242	0.73661302066374	-1.81964342327868	232	122	111	22	0.478448275862069	0.180327868852459	7.0947693015711e-08	2.11948053409429e-08	1.4570389458051e-08	1.13378248471714e-14	1.63954806268226e-12
RRM1	1.66262453874831	0.361841037019052	-1.30078350172926	232	122	79	9	0.34051724137931	0.0737704918032787	7.06963060723267e-08	6.05837000079991e-09	5.37600011003411e-08	1.1940270642113e-14	1.71178190326154e-12
THRAP3	4.99923767534133	3.02406278542047	-1.97517488992087	232	122	193	63	0.831896551724138	0.516393442622951	6.40256297800854e-10	8.46048464001327e-10	4.78324654098052e-07	1.47481362434259e-14	2.09625218571088e-12
CHMP5	2.3748919161252	0.829575578007309	-1.54531633811789	232	122	115	23	0.495689655172414	0.188524590163934	3.44960841588422e-08	1.28032200202299e-08	3.19139106076046e-08	1.48868776614303e-14	2.09804047042021e-12
APLP2	3.64486428542784	1.58419121512445	-2.06067307030339	232	122	143	36	0.616379310344828	0.295081967213115	1.75625560587601e-08	8.81886043201658e-09	4.7365126716498e-08	1.52094236956558e-14	2.12548500889711e-12
HLA-DPA1	5.61619303590051	3.43597817194436	-2.18021486395615	232	122	199	68	0.857758620689655	0.557377049180328	1.0046442255348e-09	1.11698167276971e-09	4.37021275746831e-07	1.76981370527683e-14	2.45266682656281e-12
RGS1	0.328226066317826	1.67822540481536	1.34999933849754	232	122	20	39	0.0862068965517241	0.319672131147541	4.99354301303029e-08	6.07582861163743e-08	8.29410088658273e-09	1.82545964588111e-14	2.50887552983495e-12
ACTG1	8.46938803423173	5.87907379248688	-2.59031424174485	232	122	231	105	0.995689655172414	0.860655737704918	1.59133011332978e-07	7.96005039725037e-08	9.53353967295468e-09	2.71788611372781e-14	3.70479066158144e-12
MCM6	1.98936645794357	0.544158872391342	-1.44520758555222	232	122	84	11	0.362068965517241	0.0901639344262295	8.28739224540638e-08	8.38980080760949e-09	9.42233166172195e-08	2.8279757751404e-14	3.82351521468169e-12
TMEM106C	2.34221078850995	0.78770890515448	-1.55450188335547	232	122	102	18	0.439655172413793	0.147540983606557	6.66981346153327e-08	1.78866004514897e-08	6.2243615466743e-08	3.94467495031032e-14	5.29031809868231e-12
HIST1H2AM	1.22103896014005	0.290820164416076	-0.93021879572397	232	122	78	9	0.336206896551724	0.0737704918032787	1.0342724232174e-07	1.10675469145776e-08	1.02822935516738e-07	4.02959351949381e-14	5.36097121833456e-12
SNX17	2.749210098316	0.807190847628881	-1.94201925068712	232	122	99	17	0.426724137931034	0.139344262295082	8.52643885143981e-08	1.58620594374959e-08	7.3097514194642e-08	4.10348310889616e-14	5.41594635721771e-12
