gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
FBXW7	1.11918403857613	7.23408161544551	6.11489757686938	477	148	104	139	0.218029350104822	0.939189189189189	4.82908531482946e-55	1.83319807500421e-59	2.41167978470217e-69	1.30088048508464e-125	2.10104024527397e-122
VPREB1	0.0629584335313777	3.30385092500572	3.24089249147434	477	148	9	90	0.0188679245283019	0.608108108108108	5.54201323356418e-65	1.33347418861859e-57	4.48017055217196e-66	1.68729408012346e-120	2.49803888562278e-117
SPINK2	7.18898926804358	0.666554562283461	-6.52243470576012	477	148	454	53	0.951781970649895	0.358108108108108	1.23122988721441e-57	4.17104190301499e-51	2.58817524887559e-56	2.64484277715581e-104	3.61448282915001e-101
EDEM1	1.49696545876786	7.05998175599487	5.56301629722702	477	148	144	136	0.30188679245283	0.918918918918919	3.63470788375123e-39	3.13288242019599e-43	1.63589350145643e-63	1.24764446216774e-103	1.58326082249087e-100
IL2RA	0.685209804483473	4.96715902814373	4.28194922366026	477	148	72	119	0.150943396226415	0.804054054054054	1.22723505041876e-50	5.37861976750703e-49	6.39870510353846e-55	8.15424177228928e-101	9.65788395509943e-98
CHN1	0.021605640865429	2.93615067410815	2.91454503324272	477	148	2	68	0.00419287211740042	0.459459459459459	3.90678288206556e-52	2.12064736263622e-46	6.83861465583091e-53	3.28160167084325e-96	3.64380845526257e-93
DHRS3	0.196504934656063	2.86098964429808	2.66448470964201	477	148	17	83	0.0356394129979036	0.560810810810811	1.70843147858164e-51	6.11525790306213e-45	1.23287167373934e-51	1.65886358559594e-93	1.73361002715867e-90
MAN1A1	0.247594896035148	3.60604400293955	3.3584491069044	477	148	26	87	0.0545073375262055	0.587837837837838	2.57012003887676e-48	1.70679035020793e-42	7.54524302422939e-51	2.73769956599912e-90	2.70210947164113e-87
VPREB3	0	1.77134756676647	1.77134756676647	477	148	0	56	0	0.378378378378378	5.10774875741709e-44	7.02801083931635e-40	7.95812685736667e-45	1.077742870617e-81	1.00774630733588e-78
ALDH1A1	4.34705092413844	0.163185660578586	-4.18386526355986	477	148	319	6	0.668763102725367	0.0405405405405405	3.45667147861733e-40	8.79235675862566e-47	1.73128786091664e-35	2.8478910551301e-79	2.52978162427207e-76
GAS2	5.20781803274405	0.272570222503231	-4.93524781024082	477	148	327	8	0.685534591194969	0.0540540540540541	9.90793444255967e-41	2.58964717830336e-46	7.15992419562562e-36	3.46529038457887e-79	2.93163566535372e-76
HGF	0.162417374948448	3.63969470535069	3.47727733040225	477	148	14	69	0.0293501048218029	0.466216216216216	8.70866827644088e-42	5.33440196709778e-36	9.89159070131232e-44	9.56330915473223e-77	7.72280683831695e-74
CPNE8	3.70257037095191	0.0250944166208447	-3.67747595433107	477	148	308	8	0.645702306079665	0.0540540540540541	9.27590470817335e-36	2.11595798304914e-41	2.93790911222586e-34	1.06840785867157e-72	8.25275392050396e-70
MEIS1	4.10665414543307	0.240287456658335	-3.86636668877474	477	148	328	13	0.687631027253669	0.0878378378378378	5.33632897168775e-37	9.49652223995812e-41	5.68775569825333e-34	9.16640922863252e-72	6.78543443149522e-69
TSPAN7	0.00495330915574152	2.09043093910915	2.08547762995341	477	148	3	54	0.00628930817610063	0.364864864864865	4.64364448177272e-39	4.50710684625446e-34	4.04359444168292e-40	3.07068825305172e-71	2.18215390014867e-68
CD79B	1.11378094518565	4.62928036108693	3.51549941590127	477	148	83	107	0.174004192872117	0.722972972972973	2.66157062123559e-36	9.95758859666655e-35	7.1329727638015e-38	1.17071056806567e-69	7.99955536625184e-67
WBP5	3.41182156576805	0.0803026193920827	-3.33151894637597	477	148	275	3	0.576519916142558	0.0202702702702703	3.82728998139306e-32	3.35778570597306e-40	1.23084584819527e-29	6.54899434604391e-67	4.30923827969689e-64
BEX4	4.1542308403075	0.29868260233179	-3.85554823797571	477	148	335	19	0.70230607966457	0.128378378378378	2.63475823482619e-34	1.90666496189246e-36	5.31950261239778e-33	1.59807034979363e-66	1.01397563694406e-63
BEX2	3.13264629448363	0.0157859714747621	-3.11686032300887	477	148	272	3	0.570230607966457	0.0202702702702703	1.60864313868833e-31	1.55545715751367e-39	1.02533219513101e-29	2.50566907428157e-66	1.53502471633401e-63
GOLGA8A	3.82580364121978	0.513643321040973	-3.31216032017881	477	148	340	20	0.712788259958071	0.135135135135135	6.42525737106758e-35	8.44889827955399e-37	4.89458740322389e-32	6.45766358729956e-66	3.8242283763988e-63
P2RY14	0.70619621856142	3.39536908314158	2.68917286458016	477	148	75	101	0.157232704402516	0.682432432432432	8.46151000850008e-35	9.51256281964247e-33	4.51126098425537e-35	6.6008321168231e-65	3.78291559314449e-62
LY86	0.0142369314166552	1.8795601731809	1.86532324176424	477	148	2	46	0.00419287211740042	0.310810810810811	1.68555754545029e-33	2.74982976442002e-29	2.07275770074737e-34	8.22599070161255e-61	4.56696721265152e-58
LAPTM4B	4.02960410557162	0.590586651069803	-3.43901745450182	477	148	310	13	0.649895178197065	0.0878378378378378	1.91765035131758e-32	3.95377136962098e-36	3.41439613860921e-27	1.93667551299964e-60	1.0426356716349e-57
ICAM3	3.86473564929335	0.522553635778314	-3.34218201351504	477	148	302	13	0.633123689727463	0.0878378378378378	1.36845910937188e-30	3.61564964551629e-34	3.02422495332296e-26	1.49544216347014e-57	7.81412514006193e-55
GOLGA8B	3.90426752917661	0.741291640477176	-3.16297588869943	477	148	346	29	0.725366876310273	0.195945945945946	4.7248775693446e-30	1.32513621657567e-30	1.01920938474474e-27	1.78206206492572e-55	9.04574704156295e-53
KIAA0125	3.92496892558671	1.16600709463376	-2.75896183095295	477	148	371	36	0.777777777777778	0.243243243243243	3.02599286849033e-32	8.10395702033581e-32	2.36102808207646e-26	2.51796201266232e-55	1.24261425324886e-52
SOCS2	4.80367886069648	9.16952766406988	4.3658488033734	477	148	349	148	0.731656184486373	1	3.64053459837837e-12	1.12974003812864e-17	2.41446621610251e-40	3.57996457773448e-55	1.71896353210894e-52
HLA-DRA	7.36291813029461	10.7875491872594	3.42463105696482	477	148	447	148	0.937106918238994	1	0.00365124845435995	0.00054236522666809	8.56867044728868e-52	5.86058036183551e-53	2.7399755449571e-50
PRSS57	4.231379607805	0.735891518195579	-3.49548808960942	477	148	321	23	0.672955974842767	0.155405405405405	5.7710783673127e-28	1.14445481883314e-29	5.82634541874525e-26	8.38465366595825e-53	3.81953223152344e-50
CRIP2	0.0978166143609113	1.63448881934509	1.53667220498418	477	148	7	47	0.0146750524109015	0.317567567567568	1.46345640968269e-29	2.96583294527817e-25	3.52062544691367e-30	1.30829308178608e-52	5.81078372275289e-50
PRKACB	3.7858666981195	0.790154456307323	-2.99571224181217	477	148	316	20	0.662473794549266	0.135135135135135	7.444348239492e-29	7.86784667019141e-31	1.99422687529089e-24	1.95954447493009e-52	8.49104076624586e-50
SERINC5	0.461722289185869	3.40688900530588	2.94516671612002	477	148	70	85	0.146750524109015	0.574324324324324	2.14619405716128e-25	1.64934174854404e-23	1.49783203926328e-30	3.01720920346122e-51	1.2762794930641e-48
CLECL1	0.0410167554528162	1.35875481796273	1.31773806250992	477	148	3	41	0.00628930817610063	0.277027027027027	1.87927624047614e-28	1.36525844606003e-24	3.1071423669658e-29	5.15799472406302e-51	2.13109149459776e-48
EAF2	5.11209930630182	1.44053231539145	-3.67156699091037	477	148	385	47	0.807127882599581	0.317567567567568	6.38660282041987e-29	1.104172707055e-27	1.46474934889905e-24	1.90766524266078e-49	7.70263197752532e-47
DHRS9	0.125280329793977	1.45868364450248	1.3334033147085	477	148	12	50	0.0251572327044025	0.337837837837838	5.98622742543453e-28	7.69265876798156e-24	2.3681750255884e-28	2.14661251550755e-49	8.47482621122379e-47
BEX1	2.12699397037224	0	-2.12699397037224	477	148	205	0	0.429769392033543	0	6.04911103440248e-22	9.26385508265718e-31	2.76200884562927e-21	3.00625900368391e-49	1.16106950998801e-46
ZCCHC7	1.82395970679926	5.3072060344582	3.48324632765894	477	148	174	122	0.364779874213836	0.824324324324324	3.40886048360576e-22	1.95052483231655e-23	1.58609587725174e-28	3.62900913181771e-49	1.37176545182709e-46
LTB	0.173917914486259	2.0945581061609	1.92064019167464	477	148	23	58	0.0482180293501048	0.391891891891892	6.9674124135178e-27	3.23770887711238e-23	1.94614179704413e-28	7.34645408709888e-49	2.71910631898747e-46
LOC101928731	0.0326228999362101	1.28231162173305	1.24968872179684	477	148	3	39	0.00628930817610063	0.263513513513513	7.27281052350997e-27	3.41481842851274e-23	1.17981237578846e-27	4.62252657982736e-48	1.67599606565741e-45
FCGR2B	0.0892660044299103	1.20859986653993	1.11933386211002	477	148	10	47	0.0209643605870021	0.317567567567568	4.00481654334856e-27	4.08571026350855e-23	1.65146624466174e-27	7.7069011017391e-48	2.73841609946994e-45
LOC101927069	0.0534100693200311	1.48686377158809	1.43345370226806	477	148	5	41	0.010482180293501	0.277027027027027	1.42697488242838e-26	9.5053520869961e-23	2.09031120951215e-27	2.24799667629687e-47	7.83096253942944e-45
ANXA2	3.43226739557902	7.10700097332967	3.67473357775065	477	148	273	143	0.572327044025157	0.966216216216216	1.73100638031345e-18	2.83816087381672e-23	9.06356550183505e-27	2.90375620030357e-47	9.92079474126793e-45
CAPG	3.43979717191035	0.417195899390775	-3.02260127251957	477	148	263	12	0.551362683438155	0.0810810810810811	1.97579227959654e-23	4.21330490990411e-27	3.18806905352538e-22	1.49406216598753e-46	5.00820913979897e-44
CD74	11.5180703455543	13.5798798663471	2.0618095207928	477	148	477	148	1	1	NA	1	1.83888473925069e-48	2.03959763297743e-46	6.71027621249574e-44
CYBB	0.0324939880757646	1.07587510180268	1.04338111372691	477	148	6	41	0.0125786163522013	0.277027027027027	1.07681720796381e-25	6.10380361856432e-22	1.05238893705311e-26	7.04435676824609e-46	2.27545531535745e-43
PXDN	0.0656623866519852	1.55602641703403	1.49036403038205	477	148	9	44	0.0188679245283019	0.297297297297297	1.41669921788753e-25	8.68028743475822e-22	1.01182819838958e-26	9.60427795285949e-46	3.04695718054467e-43
THBS1	0.123393793733855	1.29426168652141	1.17086789278755	477	148	15	50	0.0314465408805031	0.337837837837838	7.50892997353224e-26	4.21227109485231e-22	2.37513370526171e-26	1.09272439694183e-45	3.40584940983658e-43
HNRNPA1L2	7.38296129795383	5.07336259848456	-2.30959869946926	477	148	469	119	0.983228511530398	0.804054054054054	3.55790276118432e-15	5.07114419277212e-13	5.20807430117449e-35	2.85898759454091e-45	8.75737475941618e-43
CCL17	0	1.08674297462181	1.08674297462181	477	148	0	32	0	0.216216216216216	1.74301068354088e-24	5.74717367516287e-22	2.18252731021906e-25	1.33828039778151e-44	4.02981178762479e-42
FAIM3	0.0664119199617242	1.79814522879889	1.73173330883717	477	148	6	40	0.0125786163522013	0.27027027027027	6.46331498329499e-25	2.85777797393632e-21	6.03693451381743e-26	1.83517987433305e-44	5.43396760790016e-42
ATP8B4	1.96104897265326	0.0538768270307205	-1.90717214562254	477	148	198	1	0.415094339622642	0.00675675675675676	3.11953465920102e-20	1.44915618766685e-27	1.74646149700942e-19	2.68250475711622e-44	7.81268516638143e-42
CAT	5.52315498382159	1.65566947659566	-3.86748550722594	477	148	379	52	0.794549266247379	0.351351351351351	6.82358576713993e-24	7.03933618617416e-23	5.06434188839084e-24	3.76630097155813e-44	1.07922746872099e-41
LOC100506844	5.89608714179431	2.36625979238412	-3.52982734941019	477	148	422	69	0.884696016771488	0.466216216216216	7.98801202837202e-27	2.63459677171402e-24	1.6838690795847e-22	4.67716763011591e-44	1.31896127169269e-41
NUCB2	5.57939660507442	1.7999187550724	-3.77947785000202	477	148	406	65	0.851153039832285	0.439189189189189	9.05714146076057e-24	4.98338257675581e-22	2.60228945910873e-24	1.35331525723165e-43	3.75671857187148e-41
TALDO1	6.4421682098565	2.67370436478563	-3.76846384507087	477	148	435	78	0.911949685534591	0.527027027027027	5.40461630995921e-26	4.21346400770216e-23	3.45497585672248e-23	1.51747693288607e-43	4.14761464456213e-41
CALM1	3.81827291139802	6.87568963829531	3.05741672689729	477	148	300	140	0.628930817610063	0.945945945945946	3.39696662251248e-13	5.4021815079282e-16	5.66526356125089e-30	3.16752632620978e-43	8.52640495627924e-41
TARP	0.523901695474932	3.07106532515937	2.54716362968444	477	148	51	71	0.106918238993711	0.47972972972973	5.18700250013511e-23	9.54156366650493e-21	5.18205248307014e-25	5.09371578156741e-43	1.35067096381084e-40
CTSW	2.88650851950879	0.190200197972603	-2.69630832153618	477	148	222	6	0.465408805031447	0.0405405405405405	1.65276562216271e-20	1.76133882931188e-25	7.97751994123751e-20	1.43284323005212e-42	3.74351365075089e-40
ZFAS1	6.57679277872565	2.88891972000692	-3.68787305871873	477	148	447	86	0.937106918238994	0.581081081081081	5.25599958136073e-26	1.07170994003413e-22	1.34319419885999e-22	1.46757702040156e-42	3.77869178905133e-40
SELL	4.59100977010241	1.24533494410091	-3.3456748260015	477	148	382	56	0.80083857442348	0.378378378378378	2.9421704491144e-22	2.97621385562051e-21	5.78571360948672e-24	1.75243556931597e-42	4.44768147492392e-40
CD52	6.14427865648126	9.82023267499661	3.67595401851535	477	148	393	147	0.823899371069182	0.993243243243243	3.16804200410279e-07	6.95426431438047e-10	6.27011411909228e-35	4.39708190725105e-42	1.08950061080694e-39
ECM1	0.0375885328995876	1.67196668746831	1.63437815456872	477	148	4	36	0.00838574423480084	0.243243243243243	1.43356708423824e-23	3.24639678941679e-20	1.34880412684748e-24	4.41540267804231e-42	1.08950061080694e-39
NPR3	2.70180527686137	0.31271925800908	-2.38908601885229	477	148	244	11	0.511530398322851	0.0743243243243243	8.05554251900557e-21	2.43661567945537e-24	2.24297001632084e-20	5.49888544133987e-42	1.3382629965869e-39
CD99	3.34791824005506	6.63012314044259	3.28220490038753	477	148	281	132	0.589098532494759	0.891891891891892	2.11460785157616e-11	5.78872064855071e-13	1.14510786645412e-31	6.65670484186454e-42	1.5981488948725e-39
DTD1	2.44598960913499	0.0627597532683334	-2.38322985586666	477	148	202	3	0.423480083857442	0.0202702702702703	1.75709847787416e-19	3.02747062157515e-25	3.12914172284637e-19	9.47956676305945e-42	2.24551977483352e-39
MPL	5.22092527904793	1.18780619207242	-4.0331190869755	477	148	413	80	0.865828092243187	0.540540540540541	6.553891702558e-17	1.4098902177956e-15	6.90816319774365e-29	9.74340689480993e-42	2.27764956438412e-39
C6orf25	2.89502761061869	0.440838518294996	-2.4541890923237	477	148	372	59	0.779874213836478	0.398648648648649	4.90061267039458e-18	3.38481592899936e-17	3.55269446552551e-27	1.20043817161165e-41	2.76973825413669e-39
GIMAP7	0.250226223179443	2.14276944827843	1.89254322509898	477	148	28	56	0.0587002096436059	0.378378378378378	8.95370662312216e-23	7.49041516086899e-20	5.1801870410299e-24	3.82799761316392e-41	8.71900071736797e-39
CD164	6.6214737700114	2.95375185733523	-3.66772191267617	477	148	445	91	0.932914046121593	0.614864864864865	1.45531038966887e-21	6.23392093189489e-19	1.66521078414639e-24	1.01390446563944e-40	2.28012996665194e-38
SERPINB1	6.5682141768089	3.33342048258592	-3.23479369422297	477	148	456	93	0.955974842767296	0.628378378378378	7.83897455932695e-26	2.98778897438894e-22	6.51663202325334e-21	1.88944413224149e-40	4.1959830566753e-38
CLDN10	2.39435860024001	0.0145817386141323	-2.37977686162588	477	148	191	2	0.40041928721174	0.0135135135135135	1.38439778845691e-18	1.14811139697601e-24	1.79883569881681e-18	2.00296128455466e-40	4.39316175078988e-38
PRX	0.029133840373639	1.14635670384736	1.11722286347372	477	148	5	36	0.010482180293501	0.243243243243243	1.10662738132635e-22	2.16661134961996e-19	1.15145684823464e-23	2.41478700677595e-40	5.23184219053433e-38
TESPA1	3.13605939791896	0.489046921447352	-2.6470124764716	477	148	288	25	0.60377358490566	0.168918918918919	5.73784814781856e-20	1.96949570220521e-21	1.32628391458156e-21	2.52717548796011e-40	5.40937346013244e-38
HLA-DQB1	3.20454973220951	6.28732330492628	3.08277357271677	477	148	274	140	0.574423480083857	0.945945945945946	1.58037210915983e-16	3.91135877408761e-20	1.45524827759806e-22	5.46258284955628e-40	1.15533627268115e-37
ANGPT1	2.05326946482008	0.0430302091021873	-2.01023925571789	477	148	181	1	0.379454926624738	0.00675675675675676	6.98760600533402e-18	1.36731268595891e-24	1.44683398352173e-17	1.87389602759279e-39	3.91666315602511e-37
GAB1	0.16296044509508	1.78502270207591	1.62206225698083	477	148	22	50	0.0461215932914046	0.337837837837838	1.13734712960445e-21	9.7004530241583e-19	3.77452164961106e-23	3.44572862308244e-39	7.10165635261198e-37
PRDX2	4.47379454217326	1.25604955246022	-3.21774498971305	477	148	348	43	0.729559748427673	0.290540540540541	1.37845499448947e-21	2.18958110067151e-21	1.68788996023444e-20	3.47767703859756e-39	7.10165635261198e-37
LOC101928834	2.3149606458154	0.0328694263469252	-2.28209121946848	477	148	179	1	0.375262054507338	0.00675675675675676	1.28601895892186e-17	3.07867581535282e-24	1.72735112489545e-17	4.98477899616529e-39	1.00635890506673e-36
CHD7	0.0272159058913961	1.0524687580837	1.02525285219231	477	148	5	35	0.010482180293501	0.236486486486486	6.48024637750806e-22	9.86051071740892e-19	6.34225160018705e-23	5.85184091412911e-39	1.16813264809458e-36
B2M	13.2160026227307	14.3550701244941	1.13906750176341	477	148	477	148	1	1	NA	1	6.66072717571676e-41	6.22843000616667e-39	1.2294920832173e-36
F13A1	0.0260233869750418	1.29496714320053	1.26894375622549	477	148	2	31	0.00419287211740042	0.209459459459459	1.36497959378095e-21	1.00842247238854e-18	1.79845108710377e-22	1.67772533822647e-38	3.27543608339907e-36
CRHBP	2.76163328191245	0.16500264003741	-2.59663064187504	477	148	248	16	0.519916142557652	0.108108108108108	1.85981706759189e-18	8.15485382103814e-21	5.29621759691619e-20	3.95793715568007e-38	7.64312081606654e-36
PDE4B	0.566806579249678	2.60978360764838	2.0429770283987	477	148	62	73	0.129979035639413	0.493243243243243	1.90541075537135e-20	1.59680538328845e-18	4.41655296961795e-22	6.42824308524396e-38	1.22800179196176e-35
CTGF	0.00234090888856365	1.28492816114369	1.28258725225513	477	148	1	29	0.00209643605870021	0.195945945945946	4.61209635175087e-21	1.78393544696512e-18	5.40682279836939e-22	8.76160505632038e-38	1.65594335564455e-35
HLA-DOB	0.0423535783638143	1.33900032715682	1.29664674879301	477	148	4	33	0.00838574423480084	0.222972972972973	2.95324445336743e-21	3.21286129597518e-18	3.32093851742277e-22	9.68127184768203e-38	1.81049974364125e-35
HLA-DQB2	0.79730494220071	2.51232539260501	1.7150204504043	477	148	170	109	0.356394129979036	0.736486486486487	9.63627994649491e-16	4.04598426325993e-16	3.16646434998633e-24	1.1601173941776e-37	2.14694225259993e-35
CYTL1	4.65592179506888	1.40055560703887	-3.25536618803001	477	148	342	42	0.716981132075472	0.283783783783784	7.80430406417408e-21	1.15375124399067e-20	1.42059996641952e-19	1.4801442918896e-37	2.71095293708357e-35
SLC40A1	1.7870997918364	0	-1.7870997918364	477	148	166	0	0.348008385744235	0	1.36239285197767e-16	1.09832493697692e-23	1.77103566271283e-16	1.75329045381832e-37	3.17846512270778e-35
IPCEF1	0.0323755778017218	0.266563832197529	0.234188254395808	477	148	19	47	0.039832285115304	0.317567567567568	3.33670628763186e-21	2.89842909959871e-18	8.9921616576395e-22	2.34158787083722e-37	4.2020858700297e-35
LINC01346	1.82896631665737	4.83488648444456	3.00592016778719	477	148	183	113	0.383647798742138	0.763513513513513	1.33357097804269e-15	2.88905176301799e-16	2.07493207293947e-23	5.33577885842444e-37	9.47954471987687e-35
SMIM24	5.2704042522576	1.94765762947715	-3.32274662278045	477	148	378	57	0.792452830188679	0.385135135135135	1.29216906275325e-20	1.11681983734559e-19	1.63480218391788e-19	1.60479129291621e-36	2.82284377326232e-34
DFFB	3.23102223172232	4.83156727977073	1.60054504804842	477	148	460	147	0.964360587002096	0.993243243243243	0.12015460346911	0.0887190094353606	3.28017596625952e-37	2.54433601913861e-36	4.43163467804084e-34
AKR1C3	4.1059586931455	1.0564194357984	-3.0495392573471	477	148	321	37	0.672955974842767	0.25	2.42654543255514e-19	8.60501526023312e-20	4.01731796802294e-19	3.01642411665879e-36	5.20289231617088e-34
CEP104	2.91696846660689	4.61153923692642	1.69457077031953	477	148	439	148	0.920335429769392	1	0.000819172549287472	3.82913646304126e-05	1.08611651421546e-33	3.62126825706988e-36	6.1861011399138e-34
FCER1A	3.02826974426236	0.244706338635466	-2.78356340562689	477	148	248	17	0.519916142557652	0.114864864864865	6.94794368919781e-18	5.99373267844128e-20	7.44365181097686e-19	3.88164990825163e-36	6.56775164476175e-34
GIMAP4	0	1.13550634980604	1.13550634980604	477	148	0	26	0	0.175675675675676	7.86469830208175e-20	8.89539119347676e-18	9.66962490281851e-21	7.4270849409057e-36	1.24480746283142e-33
CD19	0.0287653757063389	1.09908675121385	1.07032137550751	477	148	2	29	0.00419287211740042	0.195945945945946	4.74334870700355e-20	2.23069203006919e-17	6.88323268026018e-21	1.31689588725139e-35	2.18653947036526e-33
MGST1	2.85490618684066	0.134505329965072	-2.72040085687559	477	148	234	15	0.490566037735849	0.101351351351351	6.63817429794108e-17	2.27691835930527e-19	1.9175956551988e-18	3.69912861139494e-35	6.08506656574468e-33
CD47	4.79585312601347	7.79082879395623	2.99497566794276	477	148	421	147	0.882599580712788	0.993243243243243	8.8129674819466e-05	2.41808943431533e-06	1.99292139673742e-31	4.07803831259792e-35	6.64682831757932e-33
JPH1	0	0.962391822839591	0.962391822839591	477	148	0	25	0	0.168918918918919	4.60682701167298e-19	4.33921521633008e-17	5.65232694257071e-20	2.03561217257241e-34	3.28769871435649e-32
NRIP1	2.14605406185464	0.373107701869486	-1.77294635998515	477	148	229	13	0.480083857442348	0.0878378378378378	2.63731542648847e-17	4.40151129406984e-20	1.16369638636696e-16	4.21335104738134e-34	6.74363916286279e-32
PRDX1	7.20441428755671	4.09598736192023	-3.10842692563648	477	148	458	95	0.960167714884696	0.641891891891892	1.50060363565018e-25	5.96817586175935e-22	1.31908420933126e-14	6.44206361250628e-34	1.02187234053381e-31
EBF1	0.15176483340905	1.71683597500852	1.56507114159947	477	148	17	42	0.0356394129979036	0.283783783783784	8.0759949165425e-19	3.25897404760997e-16	4.42569882099585e-20	1.17151626317367e-33	1.84187238332243e-31
LRRC16A	1.9958400042184	0.112593534853624	-1.88324646936477	477	148	174	3	0.364779874213836	0.0202702702702703	1.03932492097684e-15	1.18544932328119e-20	1.96474221375899e-15	1.88063356571602e-33	2.93081894109744e-31
CDS2	1.9778145256103	4.55794735488321	2.58013282927291	477	148	201	115	0.421383647798742	0.777027027027027	8.27282004839255e-14	1.64151158851035e-14	1.73594301529782e-21	2.29513846166602e-33	3.5456895573877e-31
CD36	0.569013262154294	2.35270700192733	1.78369373977304	477	148	80	77	0.167714884696017	0.52027027027027	1.45154557459753e-17	1.77411994150171e-16	5.28508683769149e-19	7.44037012762652e-33	1.13953116971908e-30
CDKN2C	0.272823949334242	1.89881028342471	1.62598633409047	477	148	26	48	0.0545073375262055	0.324324324324324	2.54249922571538e-18	5.1459028583232e-16	2.45792991662616e-19	9.99883044092375e-33	1.51828394541411e-30
MYCT1	1.35724024148097	0	-1.35724024148097	477	148	147	0	0.308176100628931	0	2.70831270538118e-14	1.04097297923731e-20	2.44842537567048e-14	1.99699986205395e-32	3.00666945332631e-30
HNRNPA1P33	2.96927285303824	1.53608442718547	-1.43318842585277	477	148	425	94	0.890985324947589	0.635135135135135	1.07677266033946e-12	1.14177126234752e-11	3.47966549223934e-23	3.09528581092819e-32	4.62107964007985e-30
MS4A6A	0.000121677445614009	0.922692233978113	0.922570556532499	477	148	1	25	0.00209643605870021	0.168918918918919	5.43709946356245e-18	9.05811176408915e-16	6.23739981057056e-19	4.38185581473917e-32	6.48733753372134e-30
NFE2	3.62624761283381	1.02857437473651	-2.5976732380973	477	148	284	29	0.59538784067086	0.195945945945946	4.60270486188501e-17	4.04149860463745e-18	2.09103100353341e-16	6.5201744403273e-32	9.57334042205411e-30
PON2	3.21061201135366	6.29260902757136	3.0819970162177	477	148	266	132	0.557651991614256	0.891891891891892	3.13206250445685e-13	5.19199739628715e-15	2.39445991498518e-19	9.54377290049242e-32	1.38979237172253e-29
BNIP3L	3.07606416909652	0.797417677868709	-2.27864649122781	477	148	250	19	0.524109014675052	0.128378378378378	4.49136513321566e-17	5.56004731328965e-19	2.25489972418412e-15	9.62356653414106e-32	1.39001856134594e-29
EFNA5	0	0.927792544201094	0.927792544201094	477	148	0	23	0	0.155405405405405	1.5569961728921e-17	1.01286241528947e-15	1.90382345213044e-18	1.47185418166882e-31	2.10878720899421e-29
AVP	1.88880263617453	0.00605933666785741	-1.88274329950667	477	148	151	1	0.316561844863732	0.00675675675675676	3.87490303059949e-14	1.37382905653681e-19	2.62329001549447e-14	2.72830980234285e-31	3.87769215587385e-29
ITM2A	4.49518044600456	1.71027543080922	-2.78490501519534	477	148	348	48	0.729559748427673	0.324324324324324	9.48551256453522e-19	1.73371199150743e-18	2.13177284219273e-15	2.7969714742014e-31	3.94372977862397e-29
ENPP2	0.389870560058678	2.17695635459473	1.78708579453605	477	148	43	57	0.090146750524109	0.385135135135135	3.65623644449569e-17	2.03698614035485e-15	2.48197870388283e-18	3.81025958469116e-31	5.33016313241127e-29
