gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
LY86	0.0142369314166552	2.14159268333552	2.12735575191887	477	185	2	62	0.00419287211740042	0.335135135135135	2.0385266802227e-37	1.06411670901463e-35	3.27110695154525e-38	5.84229118827255e-71	7.51527300068574e-68
C5orf56	0.449096753258591	3.40601981222916	2.95692305897057	477	185	37	94	0.0775681341719078	0.508108108108108	3.88716126749905e-35	1.65154057666705e-32	5.80066934308838e-37	1.50999347561985e-66	1.81289816682919e-63
FBXW7	1.11918403857613	5.0225752228776	3.90339118430148	477	185	104	128	0.218029350104822	0.691891891891892	5.49485858816688e-30	1.38788226775547e-29	2.47929794835304e-37	5.22115662144494e-64	5.87673809972512e-61
ECM1	0.0375885328995876	2.20583305132291	2.16824451842333	477	185	4	58	0.00838574423480084	0.313513513513514	7.0651516237329e-33	9.70322004849772e-31	7.5882590125554e-34	1.0777227400934e-61	1.14168875449071e-58
F13A1	0.0260233869750418	1.76012977388802	1.73410638691298	477	185	2	55	0.00419287211740042	0.297297297297297	1.05811952913374e-32	4.54061314875625e-31	2.02954334279755e-33	1.34677648808847e-61	1.29049758699417e-58
ALDH1A1	4.34705092413844	0.922768722734209	-3.42428220140423	477	185	319	27	0.668763102725367	0.145945945945946	3.63211594385952e-33	1.13419671254874e-35	8.21452928508417e-29	1.36151114181183e-61	1.29049758699417e-58
SMAD1	0.216320825833954	2.17646540302664	1.96014457719269	477	185	22	76	0.0461215932914046	0.410810810810811	8.51019343548915e-32	4.87231742334426e-29	1.43983738980176e-32	9.78707882582612e-59	8.81277512871513e-56
ISG20	0.318800564354784	2.75246440520988	2.4336638408551	477	185	42	90	0.0880503144654088	0.486486486486487	3.94211055163877e-30	6.34836695433547e-28	2.80411272106661e-32	2.42591900283018e-57	2.08039882485565e-54
BEX2	3.13264629448363	0.293335241248973	-2.83931105323466	477	185	272	17	0.570230607966457	0.0918918918918919	2.23923729953151e-28	3.28590209232192e-32	6.44146148239341e-28	2.88075153756881e-57	2.35815702000348e-54
TSPAN7	0.00495330915574152	1.79106928379942	1.78611597464368	477	185	3	53	0.00628930817610063	0.286486486486487	1.87171552928563e-30	1.32032384899276e-28	2.14025870031997e-31	3.83787100576411e-57	3.0050529975133e-54
MEIS1	4.10665414543307	1.07399526401849	-3.03265888141459	477	185	328	33	0.687631027253669	0.178378378378378	9.96435412703917e-32	2.17369232630813e-33	7.73476539645061e-26	2.25345260371376e-56	1.69093449751171e-53
SERINC5	0.461722289185869	3.11959549902083	2.65787320983496	477	185	70	104	0.146750524109015	0.562162162162162	3.53155125756254e-27	8.40450632760327e-26	3.3267883954774e-32	3.66888956566196e-55	2.64292128752025e-52
CPNE8	3.70257037095191	0.903902579315136	-2.79866779163678	477	185	308	28	0.645702306079665	0.151351351351351	9.33916503016069e-30	5.16638513415695e-32	2.34013632941684e-25	1.56874347112169e-54	1.08659619890117e-51
FCER1A	3.02826974426236	0.179781579053624	-2.84848816520874	477	185	248	14	0.519916142557652	0.0756756756756757	2.48202892623276e-25	1.47892427834259e-29	1.2749073785412e-25	2.35130980822829e-52	1.56832364208827e-49
OAS1	0.511306962766732	3.17475897265439	2.66345200988766	477	185	50	91	0.10482180293501	0.491891891891892	3.10309735071639e-27	2.06916923855227e-25	9.48311146032701e-30	2.44620710277473e-52	1.57334798978108e-49
CLDN10	2.39435860024001	0.00274711899405558	-2.39161148124595	477	185	191	1	0.40041928721174	0.00540540540540541	2.39713578556946e-23	5.04897180507637e-32	4.47995474496939e-23	2.81661496059049e-52	1.7491178905267e-49
LINC01346	1.82896631665737	5.07307512380644	3.24410880714907	477	185	183	147	0.383647798742138	0.794594594594595	5.31933883468339e-21	4.13012546063797e-22	8.05549679197375e-31	3.97686658831946e-50	2.38731301296817e-47
EDEM1	1.49696545876786	4.46496458948531	2.96799913071745	477	185	144	133	0.30188679245283	0.718918918918919	3.93698766646029e-22	2.11338685375382e-22	6.63936266786189e-30	1.65702850584986e-49	9.62626656833875e-47
IRF7	0.0859144150204655	1.71510834393871	1.62919392891824	477	185	11	57	0.0230607966457023	0.308108108108108	1.0433264678464e-26	2.40162637816998e-24	8.16348803556313e-28	2.30873382453658e-49	1.29931210768998e-46
ALOX5	0.139899382364175	1.52167865424953	1.38177927188535	477	185	20	66	0.0419287211740042	0.356756756756757	1.22631690982174e-26	2.98909382076773e-24	2.00263826673286e-27	6.98230023353489e-49	3.81043166381e-46
LINC01139	0.00228418561304865	1.41980089739068	1.41751671177763	477	185	1	43	0.00209643605870021	0.232432432432432	8.42930227916069e-26	1.0625735835916e-24	1.32638918089404e-26	1.63187321114076e-48	8.64364842924528e-46
NRN1	0	1.18100005823844	1.18100005823844	477	185	0	41	0	0.221621621621622	1.69769799641992e-25	5.82016004070791e-25	2.9825129810097e-26	2.0062797472978e-48	1.03231691340246e-45
CD79B	1.11378094518565	3.74766014977728	2.63387920459163	477	185	83	108	0.174004192872117	0.583783783783784	4.32970309058234e-25	5.93443386536094e-24	4.0741841010346e-27	2.78642464717313e-48	1.39390892974836e-45
BEX1	2.12699397037224	0.11932938229147	-2.00766458808077	477	185	205	6	0.429769392033543	0.0324324324324324	1.8124810517296e-22	3.52808399768584e-28	2.98677252310492e-22	1.19890634899355e-47	5.83543363216888e-45
MSR1	0.00246814494843456	0.932273462936843	0.929805317988409	477	185	1	42	0.00209643605870021	0.227027027027027	3.69519055397037e-25	4.49591717553174e-24	5.75923085945421e-26	2.92268246655338e-47	1.38512075105684e-44
HGF	0.162417374948448	1.81998203948055	1.6575646645321	477	185	14	58	0.0293501048218029	0.313513513513514	2.51332601268502e-25	4.95575515893153e-23	5.18311187724328e-26	2.84040204167751e-46	1.31161026586078e-43
CD99	3.34791824005506	6.77086715513942	3.42294891508436	477	185	281	161	0.589098532494759	0.87027027027027	1.04827346947579e-11	6.16781899563083e-13	1.45771911416337e-35	9.82961120975004e-46	4.42553670690971e-43
WBP5	3.41182156576805	0.849747996278109	-2.56207356948994	477	185	275	25	0.576519916142558	0.135135135135135	3.3104535516994e-24	1.39552926888957e-26	3.50489698846975e-21	5.26458265089911e-45	2.31243582829371e-42
LAPTM4B	4.02960410557162	1.23407685585254	-2.79552724971908	477	185	310	37	0.649895178197065	0.2	6.08787612252303e-25	2.92615876057753e-26	1.90927094957242e-21	6.00590290710205e-45	2.5752453679524e-42
DHRS3	0.196504934656063	1.75342681673738	1.55692188208131	477	185	17	60	0.0356394129979036	0.324324324324324	1.05469827875802e-24	1.8471611650897e-22	3.37787989016781e-25	6.70062426650848e-45	2.80631493989654e-42
MS4A6A	0.000121677445614009	1.24337848902459	1.24325681157898	477	185	1	40	0.00209643605870021	0.216216216216216	7.00481768882061e-24	7.90819262910529e-23	1.04856437238044e-24	8.8815110296799e-45	3.6351620939433e-42
LEF1	0	1.05627863153689	1.05627863153689	477	185	0	36	0	0.194594594594595	2.56245366640161e-22	8.02354184462433e-22	4.40511753303848e-23	3.57161815051036e-42	1.42936158383425e-39
ISG15	1.67547165041294	5.15244712605326	3.47697547564033	477	185	148	127	0.310272536687631	0.686486486486486	2.62894837285182e-18	1.61957959317862e-18	2.41641900652172e-26	3.950734193735e-42	1.54671243684725e-39
IRF8	0.0323060610628223	1.55225433054748	1.51994826948466	477	185	3	41	0.00628930817610063	0.221621621621622	1.05168108489255e-22	3.56477785136215e-21	1.64190985787757e-23	5.88504729992138e-42	2.2549748260486e-39
RNASET2	1.28912062269077	4.16346249657398	2.87434187388321	477	185	112	113	0.234800838574423	0.610810810810811	1.14978113332874e-19	2.39674901086785e-19	5.39116307540418e-24	1.25920677176882e-40	4.72438640683014e-38
KLKP1	0.0102679135093843	0.927190947521452	0.916923034012068	477	185	2	38	0.00419287211740042	0.205405405405405	1.08753030019097e-21	2.09306604063775e-20	1.61984717520091e-22	3.27136145930794e-40	1.20232548001381e-37
CD19	0.0287653757063389	1.2255221574637	1.19675678175736	477	185	2	38	0.00419287211740042	0.205405405405405	1.08753030019097e-21	2.09306604063775e-20	2.07676567179905e-22	4.18333001044996e-40	1.50675180316386e-37
PRX	0.029133840373639	0.960210382448287	0.931076542074648	477	185	5	42	0.010482180293501	0.227027027027027	1.10734225766119e-21	5.75373950727633e-20	1.7391369891793e-22	9.54677414745409e-40	3.37113442395099e-37
PDE4B	0.566806579249678	2.75417483988723	2.18736826063755	477	185	62	86	0.129979035639413	0.464864864864865	4.46246120612139e-20	6.16254315240828e-19	1.08860109961309e-22	6.27267023175316e-39	2.17239458083928e-36
SOCS2	4.80367886069648	7.85969122571904	3.05601236502256	477	185	349	181	0.731656184486373	0.978378378378378	2.20155771675331e-12	4.86914398746184e-16	2.64601649763887e-25	1.19626430741647e-38	4.0648158325025e-36
DPEP1	0.0164127591917578	1.19697150008824	1.18055874089648	477	185	1	35	0.00209643605870021	0.189189189189189	1.01342731028903e-20	9.26558612217203e-20	1.94938314883367e-21	1.67097120748226e-38	5.57268897695334e-36
OCIAD2	4.3654983380536	1.82249632755711	-2.54300201049648	477	185	372	71	0.779874213836478	0.383783783783784	6.12181720462308e-22	2.08349773258246e-21	2.82542894527241e-19	5.37643236502205e-38	1.76043946293967e-35
HIST1H2BG	1.30418458233142	4.11230280402057	2.80811822168915	477	185	139	123	0.291404612159329	0.664864864864865	2.57421974470619e-18	2.0656594190987e-18	4.63612064841102e-22	8.69981585507125e-38	2.79776756667818e-35
CTGF	0.00234090888856365	1.0558355341164	1.05349462522783	477	185	1	34	0.00209643605870021	0.183783783783784	4.28691333023566e-20	3.741642179621e-19	7.09195836105781e-21	2.38355543727213e-37	7.53078067891821e-35
IL2RA	0.685209804483473	2.61587545576792	1.93066565128445	477	185	72	92	0.150943396226415	0.497297297297297	5.05640893609483e-20	6.8046089797118e-19	4.00472660787839e-21	2.44705820090774e-37	7.59811571381853e-35
CEACAM21	0.938585047232545	2.6078512787316	1.66926623149905	477	185	138	123	0.289308176100629	0.664864864864865	1.5760837452317e-18	1.56160839389501e-18	1.87541372092123e-21	2.62777909048575e-37	8.02096163399287e-35
LOC101928834	2.3149606458154	0.208774075218996	-2.10618657059641	477	185	179	7	0.375262054507338	0.0378378378378378	1.02518950382161e-17	5.78552202811224e-22	1.17669952226997e-17	6.05097828930675e-37	1.81620113353542e-34
HLA-DRA	7.36291813029461	10.1781054598432	2.8151873295486	477	185	447	185	0.937106918238994	1	0.00102760486810231	7.80747663928346e-05	1.48149645795237e-34	1.02195331941407e-36	3.01710775890623e-34
HIST1H2AK	0.290097210452496	1.39728413866146	1.10718692820896	477	185	52	79	0.109014675052411	0.427027027027027	8.45787570426714e-20	1.6018897813713e-18	1.33045690240699e-20	1.8699871863072e-36	5.4317095545494e-34
EBF1	0.15176483340905	1.51363793393894	1.36187310052989	477	185	17	52	0.0356394129979036	0.281081081081081	6.70329897658069e-20	4.22242446186025e-18	6.95978013162291e-21	2.56903197033834e-36	7.34376138949575e-34
BANK1	0.494509949813389	2.39175124844457	1.89724129863118	477	185	49	76	0.10272536687631	0.410810810810811	2.75550885260739e-19	5.6889571770533e-18	8.28286031754981e-21	4.09706746008037e-36	1.14756804688501e-33
CSRP2	0.01238890754275	0.982141339807773	0.969752432265024	477	185	1	33	0.00209643605870021	0.178378378378378	1.80558506415554e-19	1.50220841890037e-18	3.17151615231612e-20	4.14192476248128e-36	1.14756804688501e-33
SLC2A5	0.799319964377426	3.21926852847441	2.41994856409698	477	185	74	89	0.155136268343816	0.481081081081081	5.88811210847689e-18	4.11731366055064e-17	4.05417405267208e-21	1.43025164069849e-35	3.90263663596047e-33
ANXA2	3.43226739557902	6.20598695528444	2.77371955970541	477	185	273	168	0.572327044025157	0.908108108108108	4.32912732413936e-16	1.90958863548417e-18	1.57362016324821e-19	2.55708829488352e-35	6.87322434366526e-33
GOLGA8A	3.82580364121978	1.34601240755276	-2.47979123366702	477	185	340	65	0.712788259958071	0.351351351351351	2.37368131153627e-17	3.20431484774679e-17	2.37661450135362e-20	6.40955523005311e-35	1.69749529614745e-32
CD52	6.14427865648126	9.2128827061191	3.06860404963784	477	185	393	183	0.823899371069182	0.989189189189189	2.89923205438499e-08	9.47058239847321e-11	8.716766133636e-27	6.94143961492239e-35	1.81171573949474e-32
S100Z	0.73415116205723	3.01623897460038	2.28208781254315	477	185	65	84	0.136268343815514	0.454054054054054	3.90224474810696e-18	4.0937838440372e-17	2.42654757651402e-20	8.33439682000097e-35	2.14420217616282e-32
GAS2	5.20781803274405	1.87721909466911	-3.33059893807494	477	185	327	55	0.685534591194969	0.297297297297297	2.57460937606891e-19	1.44454120338445e-19	7.39712030746403e-18	8.95726302454537e-35	2.27199084238081e-32
ATP8B4	1.96104897265326	0.344764145853185	-1.61628482680007	477	185	198	13	0.415094339622642	0.0702702702702703	2.89590587944783e-17	3.37575350750701e-20	1.07517999691741e-16	2.99814583555315e-34	7.49911227117732e-32
CMTM7	1.06646064330665	3.64392268610409	2.57746204279744	477	185	102	101	0.213836477987421	0.545945945945946	2.00436357436292e-16	6.41467596783527e-16	3.70348713154969e-20	1.91776192945412e-33	4.73109240925195e-31
SDK2	0.054747860871759	0.716165581741576	0.661417720869817	477	185	5	37	0.010482180293501	0.2	1.38325738777934e-18	4.36357543091843e-17	5.86138591136683e-19	2.06278819025938e-33	5.02010169167314e-31
C6orf25	2.89502761061869	0.750002555443585	-2.14502505517511	477	185	372	91	0.779874213836478	0.491891891891892	8.24809865669422e-13	2.16612086210928e-12	1.89168180571705e-23	3.28546787310999e-33	7.88906545691171e-31
PXDN	0.0656623866519852	1.18293848202785	1.11727609537586	477	185	9	41	0.0188679245283019	0.221621621621622	3.46653437626084e-18	1.42639936287911e-16	4.36965445953513e-19	4.97137892745699e-33	1.17802056716543e-30
CSF1R	0.0154981939027586	1.04356096468289	1.02806277078013	477	185	2	32	0.00419287211740042	0.172972972972973	6.02456615372975e-18	7.78995548902879e-17	9.41898215847774e-19	5.84034341284149e-33	1.36595772106315e-30
DSTN	2.47734715181056	0.495405023396652	-1.98194212841391	477	185	204	16	0.427672955974843	0.0864864864864865	1.3317181691323e-16	3.2354311641238e-19	2.30507699879072e-16	5.9351007528634e-33	1.37032345459381e-30
HLA-DRB1	6.18426321190015	9.17821512853758	2.99395191663742	477	185	426	179	0.893081761006289	0.967567567567568	0.00359884775258276	0.00173471655661526	8.86473017639644e-32	1.21265523277629e-32	2.76439342874281e-30
DDIT4	0.675384870541762	2.6985869744802	2.02320210393844	477	185	60	79	0.125786163522013	0.427027027027027	3.36579780375801e-17	3.19889374386503e-16	6.61252319963997e-19	1.6613103678894e-32	3.73490623752163e-30
CD164	6.6214737700114	3.87982617822039	-2.74164759179101	477	185	445	124	0.932914046121593	0.67027027027027	7.837845639142e-18	1.99340888074168e-16	1.07314203533465e-18	1.67986787294826e-32	3.73490623752163e-30
RAG1	0	0.612605818794724	0.612605818794724	477	185	0	28	0	0.151351351351351	2.51437564698447e-17	6.50644872945687e-17	4.2298537708194e-18	2.15424607636689e-32	4.73119726698676e-30
TARP	0.523901695474932	2.27196908913562	1.74806739366068	477	185	51	74	0.106918238993711	0.4	1.39606113077022e-17	1.93093514515115e-16	1.65020680583619e-18	2.48953514046244e-32	5.40169136681783e-30
ANXA5	1.75501542369627	0.121233200909994	-1.63378222278628	477	185	153	5	0.320754716981132	0.027027027027027	4.02826256070886e-15	2.44949442354885e-19	2.71810210893272e-15	5.15274592260156e-32	1.10471192047776e-29
CD79A	0.297604084552359	1.91638452401266	1.6187804394603	477	185	27	56	0.0566037735849057	0.302702702702703	2.9235002274805e-17	7.63543604226545e-16	1.93077804575054e-18	1.12922093273679e-31	2.39248703266552e-29
HIST1H2AC	0.746305415498121	2.92183352607095	2.17552811057283	477	185	79	88	0.165618448637317	0.475675675675676	3.86516282602529e-16	2.52628723133856e-15	6.78013805237125e-19	1.30943074702162e-31	2.74203933989679e-29
CYBB	0.0324939880757646	0.822346437858162	0.789852449782398	477	185	6	36	0.0125786163522013	0.194594594594595	3.08114076943264e-17	8.61287074487936e-16	5.01994536409854e-18	3.26524592934416e-31	6.75905907374242e-29
HIST1H2BN	0.489390249914145	1.93819419094854	1.44880394103439	477	185	97	96	0.20335429769392	0.518918918918919	2.34774547181411e-15	6.74752516504778e-15	1.13157050265846e-18	5.72285053272002e-31	1.17116835504267e-28
CRHBP	2.76163328191245	0.757143679017424	-2.00448960289502	477	185	248	31	0.519916142557652	0.167567567567568	3.61705132996193e-16	1.9632961891129e-17	4.70276748855698e-16	6.90276888365232e-31	1.39676364972691e-28
LOC100506844	5.89608714179431	3.58437304468624	-2.31171409710807	477	185	422	99	0.884696016771488	0.535135135135135	1.81292438224966e-22	5.22764835550263e-21	1.90661354764070e-12	7.44403395457592e-31	1.48955119431064e-28
ITM2A	4.49518044600456	2.1035316000253	-2.39164884597926	477	185	348	66	0.729559748427673	0.356756756756757	1.330866993608e-18	1.64583146092929e-18	1.68981686442373e-14	2.04859388473732e-30	4.05418980991588e-28
CD74	11.5180703455543	13.1230087896868	1.60493844413257	477	185	477	185	1	1	NA	1	4.97506795200705e-32	3.63569428450389e-30	7.11687156191636e-28
POU4F1	0	0.684114042643087	0.684114042643087	477	185	0	26	0	0.140540540540541	4.27873081298736e-16	1.04597340334307e-15	7.17391397540403e-17	5.45275483524735e-30	1.05589958954806e-27
MLLT3	4.57432763873514	2.28646882219328	-2.28785881654186	477	185	369	79	0.773584905660377	0.427027027027027	2.62621437238954e-17	7.09269657304064e-17	1.38967154078015e-15	7.13558620619329e-30	1.36707204241846e-27
HLA-DMB	1.51758707758707	3.89678376401036	2.37919668642328	477	185	125	106	0.262054507337526	0.572972972972973	1.00270721721877e-13	1.51151946013617e-13	7.46780448187393e-19	8.15640285664383e-30	1.54619641100314e-27
MED12L	1.66789612822174	0.23298125234341	-1.43491487587833	477	185	176	12	0.368972746331237	0.0648648648648649	1.46782864843611e-14	4.16671098117871e-17	5.22341999038219e-15	1.55839005488982e-29	2.92344234359486e-27
TXNIP	2.4964904354945	5.18607119626938	2.68958076077488	477	185	204	139	0.427672955974843	0.751351351351351	1.44243933968339e-13	4.0794925766356e-14	1.18271279714124e-17	3.41631319373537e-29	6.34272003154436e-27
EGR1	2.46842147115966	0.524501113224956	-1.9439203579347	477	185	212	22	0.444444444444444	0.118918918918919	7.76591351991329e-15	1.72669787249179e-16	3.6891540893665e-15	4.49270580207435e-29	8.25603457036295e-27
IFI44	1.3352717408149	3.69641713307878	2.36114539226388	477	185	114	103	0.238993710691824	0.556756756756757	1.13234349560733e-14	2.5234460049714e-14	2.67561533976467e-17	4.7579953987575e-29	8.65522617537614e-27
RPS18P9	0.815269698707514	0.196855692976252	-0.618414005731262	477	185	206	21	0.431865828092243	0.113513513513514	1.97818330590155e-14	2.79403074201327e-16	2.47451831150021e-15	4.87059402747814e-29	8.77145278408539e-27
ICAM3	3.86473564929335	1.64714016419763	-2.21759548509572	477	185	302	50	0.633123689727463	0.27027027027027	9.66436685562485e-17	2.68801642570509e-17	2.73851655044605e-14	5.18108511265327e-29	9.2382338409676e-27
LOC285762	0.0241737375865197	0.736811149295331	0.712637411708812	477	185	7	35	0.0146750524109015	0.189189189189189	6.05899349064002e-16	1.40651878220602e-14	7.46770985453498e-17	7.35541824683241e-29	1.2986639922275e-26
MZB1	2.4681348222055	5.57525171389787	3.10711689169238	477	185	178	124	0.373165618448637	0.67027027027027	1.04596069808448e-11	6.88433723400659e-12	1.67702809359505e-19	8.07402351755747e-29	1.41169989832711e-26
MME	0	0.598124639022793	0.598124639022793	477	185	0	25	0	0.135135135135135	1.75527534043087e-15	4.16428161205962e-15	2.93882431938756e-16	8.55143836785065e-29	1.48079666890983e-26
CLECL1	0.0410167554528162	0.967441976449405	0.926425220996589	477	185	3	30	0.00628930817610063	0.162162162162162	7.01906487662548e-16	9.59965082989813e-15	1.38601449769644e-16	9.28600090404371e-29	1.59268181219927e-26
TMED3	2.18974603598181	0.566815570437562	-1.62293046554425	477	185	207	20	0.433962264150943	0.108108108108108	4.70692240989809e-15	4.92977847631485e-17	3.14458072264647e-14	1.07955232320067e-28	1.83411865929441e-26
LINC00426	0.202593526698995	1.55654616403079	1.35395263733179	477	185	22	49	0.0461215932914046	0.264864864864865	1.04170478867291e-15	2.14448768888315e-14	7.74556079051667e-17	1.15557772014277e-28	1.94493450112627e-26
NUCB2	5.57939660507442	2.95618880785509	-2.62320779721933	477	185	406	104	0.851153039832285	0.562162162162162	4.86768120971856e-15	2.48976507629889e-14	1.15089683719253e-16	1.97788059057039e-28	3.29811588477613e-26
GCSAML	1.52466922782049	0.1107095008432	-1.41395972697729	477	185	131	3	0.274633123689727	0.0162162162162162	2.5222435963489e-13	1.21976891031784e-17	2.69590569953122e-13	2.26527284678645e-28	3.7426879539245e-26
ANGPT1	2.05326946482008	0.433205683145027	-1.62006378167505	477	185	181	14	0.379454926624738	0.0756756756756757	2.98261485509451e-14	1.19307495129576e-16	5.03031261814676e-14	4.0981837862965e-28	6.70947198249216e-26
RCSD1	1.44290322327492	3.41761295956775	1.97470973629283	477	185	128	111	0.268343815513627	0.6	3.21393215626897e-15	5.70085482617767e-15	1.61784205426815e-15	6.25840054767624e-28	1.01538320237028e-25
HIST1H2BD	1.32764208559104	3.81912953309989	2.49148744750886	477	185	146	114	0.306079664570231	0.616216216216216	4.37559226317233e-13	6.045477410199e-13	1.81901661554723e-17	7.44264448172378e-28	1.19673736135146e-25
RASD1	0	0.652476778017236	0.652476778017236	477	185	0	24	0	0.12972972972973	7.17482058925146e-15	1.65019358291553e-14	1.1997695480194e-15	1.32832123287479e-27	2.11696788343736e-25
HIST1H2BO	0.448956071418955	1.65495431519076	1.2059982437718	477	185	88	88	0.184486373165618	0.475675675675676	5.83173544671636e-14	2.35674501622359e-13	8.74964920958205e-17	1.38264334544178e-27	2.18421263228606e-25
HIST1H1B	0.597678175734963	2.2530350590666	1.65535688333164	477	185	55	71	0.115303983228512	0.383783783783784	6.9229663223026e-15	4.97494256508798e-14	4.52493479580957e-16	1.50743562195335e-27	2.36064418397895e-25
HIST1H2BJ	0.488249937600958	1.61070762978276	1.1224576921818	477	185	98	93	0.205450733752621	0.502702702702703	7.47624786621178e-14	2.42728034813377e-13	1.76997837165686e-16	2.84914315054921e-27	4.42329474122765e-25
IFITM3	7.85602655413429	9.89230098950127	2.03627443536698	477	185	469	185	0.983228511530398	1	0.168869045237867	0.113911210212116	4.07204968979465e-28	3.07258290238715e-27	4.71038254073952e-25
C1orf186	0.760010276435704	2.35812821131193	1.59811793487623	477	185	83	87	0.174004192872117	0.47027027027027	1.07007822815066e-14	5.07957525072504e-14	9.17332811942652e-16	3.08637425624556e-27	4.71038254073952e-25
HLA-DQB2	0.79730494220071	2.11695976206423	1.31965481986352	477	185	170	119	0.356394129979036	0.643243243243243	4.38821059701862e-11	3.55929416224717e-11	2.27484041016793e-18	5.31827847068121e-27	8.04847705701663e-25
OAS2	0.504649997853952	2.13474765267528	1.63009765482133	477	185	57	71	0.119496855345912	0.383783783783784	2.60266598458024e-14	1.6951450160236e-13	4.83549793668705e-16	5.38298429446663e-27	8.0785136799208e-25
VCAN	0.0242796012456666	0.866042490657529	0.841762889411863	477	185	2	27	0.00419287211740042	0.145945945945946	6.9708859968547e-15	6.13112123497927e-14	1.36552851876618e-15	5.49636708091569e-27	8.18050204629841e-25
ADAM28	2.36370684970872	0.664103421642605	-1.69960342806611	477	185	210	23	0.440251572327044	0.124324324324324	4.45811124341227e-14	9.74326646421208e-16	1.02093802509113e-13	6.51324136821846e-27	9.61450522952838e-25
BNIP3L	3.07606416909652	1.09081527925951	-1.985248889837	477	185	250	35	0.524109014675052	0.189189189189189	1.14507244123068e-14	1.19859999641e-15	8.50272873873634e-14	6.6706012731825e-27	9.76673644949136e-25
CYTL1	4.65592179506888	2.12236150547488	-2.533560289594	477	185	342	70	0.716981132075472	0.378378378378378	1.52893117988947e-15	2.40479569617752e-15	5.91951625260652e-14	9.26987291089771e-27	1.34629952622868e-24
GOLGA8B	3.90426752917661	1.59323813969413	-2.31102938948248	477	185	346	78	0.725366876310273	0.421621621621622	5.27653486589038e-13	8.6335275434802e-13	1.76381136861971e-16	9.90603789161042e-27	1.4271826911201e-24
GAB1	0.16296044509508	1.32045473544043	1.15749429034535	477	185	22	47	0.0461215932914046	0.254054054054054	1.20936725166263e-14	1.9003552110952e-13	9.93977056226912e-16	1.2247005828159e-26	1.75044704729615e-24
CYGB	0.00164169835136163	0.536526803647243	0.534885105295881	477	185	1	25	0.00209643605870021	0.135135135135135	1.5358136196081e-14	8.21219868299727e-14	2.54341119905782e-15	1.35213738440869e-26	1.91737339809576e-24
